x z ED
-150.0 -100.0  641.735800499
-150.0 -99.0  646.725692815
-150.0 -98.0  604.427625379
-150.0 -97.0  498.327762828
-150.0 -96.0  337.949084001
-150.0 -95.0  162.004647603
-150.0 -94.0  18.7566214641
-150.0 -93.0 -62.8630324061
-150.0 -92.0 -88.9965251196
-150.0 -91.0 -90.59780304
-150.0 -90.0 -94.9369058367
-150.0 -89.0 -101.607852854
-150.0 -88.0 -82.5075837913
-150.0 -87.0 -6.07170174061
-150.0 -86.0  133.543311299
-150.0 -85.0  305.688908693
-150.0 -84.0  459.475375134
-150.0 -83.0  554.244637828
-150.0 -82.0  580.807932126
-150.0 -81.0  558.414367607
-150.0 -80.0  512.460115033
-150.0 -79.0  452.850490559
-150.0 -78.0  370.704636525
-150.0 -77.0  254.350551996
-150.0 -76.0  108.908132577
-150.0 -75.0 -38.7670275705
-150.0 -74.0 -154.758034528
-150.0 -73.0 -220.151942459
-150.0 -72.0 -242.006818553
-150.0 -71.0 -244.584543234
-150.0 -70.0 -249.331310299
-150.0 -69.0 -261.423942662
-150.0 -68.0 -274.120279709
-150.0 -67.0 -285.512526638
-150.0 -66.0 -310.370394471
-150.0 -65.0 -373.433386078
-150.0 -64.0 -487.105417979
-150.0 -63.0 -631.835752072
-150.0 -62.0 -757.850771487
-150.0 -61.0 -810.998144914
-150.0 -60.0 -765.841251343
-150.0 -59.0 -642.009326
-150.0 -58.0 -491.505633742
-150.0 -57.0 -366.21767307
-150.0 -56.0 -289.20096211
-150.0 -55.0 -249.228525965
-150.0 -54.0 -219.338213242
-150.0 -53.0 -182.031932518
-150.0 -52.0 -140.632814544
-150.0 -51.0 -109.686879742
-150.0 -50.0 -95.325968528
-150.0 -49.0 -84.1208869143
-150.0 -48.0 -50.4597827791
-150.0 -47.0  24.0938743058
-150.0 -46.0  136.224835935
-150.0 -45.0  263.227510453
-150.0 -44.0  379.542982805
-150.0 -43.0  472.698931418
-150.0 -42.0  545.139472715
-150.0 -41.0  601.584351005
-150.0 -40.0  634.854290675
-150.0 -39.0  624.725953652
-150.0 -38.0  552.74572814
-150.0 -37.0  421.101686973
-150.0 -36.0  258.701026458
-150.0 -35.0  107.302243811
-150.0 -34.0 -2.89482178733
-150.0 -33.0 -69.3284889858
-150.0 -32.0 -111.88289189
-150.0 -31.0 -150.370877558
-150.0 -30.0 -182.8012751
-150.0 -29.0 -182.318348901
-150.0 -28.0 -116.093990227
-150.0 -27.0  27.8772117153
-150.0 -26.0  226.400833804
-150.0 -25.0  429.904292707
-150.0 -24.0  587.77992259
-150.0 -23.0  672.03661657
-150.0 -22.0  683.960373984
-150.0 -21.0  642.527680007
-150.0 -20.0  566.649086551
-150.0 -19.0  465.612423826
-150.0 -18.0  342.753287284
-150.0 -17.0  205.321594162
-150.0 -16.0  69.1060054422
-150.0 -15.0 -47.3390744133
-150.0 -14.0 -133.454315341
-150.0 -13.0 -191.985285182
-150.0 -12.0 -233.41065249
-150.0 -11.0 -264.443031097
-150.0 -10.0 -281.728527288
-150.0 -9.0 -277.840753807
-150.0 -8.0 -255.456740003
-150.0 -7.0 -236.864137362
-150.0 -6.0 -257.762177418
-150.0 -5.0 -346.138810136
-150.0 -4.0 -499.740386039
-150.0 -3.0 -678.898617701
-150.0 -2.0 -822.01295252
-150.0 -1.0 -875.511663866
-150.0  0.0 -820.088714306
-150.0  1.0 -677.729060574
-150.0  2.0 -497.125268545
-150.0  3.0 -328.680762929
-150.0  4.0 -204.84461691
-150.0  5.0 -134.941659268
-150.0  6.0 -112.236147972
-150.0  7.0 -123.758284264
-150.0  8.0 -155.012934398
-150.0  9.0 -189.125537259
-150.0  10.0 -206.004947416
-150.0  11.0 -186.575372598
-150.0  12.0 -121.152599965
-150.0  13.0 -15.5558528464
-150.0  14.0  111.097735369
-150.0  15.0  236.723320668
-150.0  16.0  347.6621619
-150.0  17.0  442.6248002
-150.0  18.0  526.242446171
-150.0  19.0  597.596576283
-150.0  20.0  643.417161786
