-100.0 -100.0 -117.70878949
-100.0 -99.0 -71.8170383777
-100.0 -98.0 -25.8007709571
-100.0 -97.0  18.9779039683
-100.0 -96.0  61.3042502732
-100.0 -95.0  100.115285566
-100.0 -94.0  134.48859559
-100.0 -93.0  163.625514368
-100.0 -92.0  186.839055973
-100.0 -91.0  203.555464028
-100.0 -90.0  213.334985331
-100.0 -89.0  215.912984217
-100.0 -88.0  211.257508411
-100.0 -87.0  199.63471187
-100.0 -86.0  181.66993558
-100.0 -85.0  158.390408686
-100.0 -84.0  131.235887077
-100.0 -83.0  102.026213742
-100.0 -82.0  72.8795452012
-100.0 -81.0  46.0813008121
-100.0 -80.0  23.9109578034
-100.0 -79.0  8.44067834383
-100.0 -78.0  1.32542832188
-100.0 -77.0  3.60784738608
-100.0 -76.0  15.5620027716
-100.0 -75.0  36.5979818591
-100.0 -74.0  65.2441154597
-100.0 -73.0  99.2159390158
-100.0 -72.0  135.571611089
-100.0 -71.0  170.943500462
-100.0 -70.0  201.826242333
-100.0 -69.0  224.893951057
-100.0 -68.0  237.314490856
-100.0 -67.0  237.027466936
-100.0 -66.0  222.955215237
-100.0 -65.0  195.122381928
-100.0 -64.0  154.669073853
-100.0 -63.0  103.75400901
-100.0 -62.0  45.3562970572
-100.0 -61.0 -17.0040027226
-100.0 -60.0 -79.5969592226
-100.0 -59.0 -138.82971372
-100.0 -58.0 -191.571408236
-100.0 -57.0 -235.420509871
-100.0 -56.0 -268.88545385
-100.0 -55.0 -291.459549364
-100.0 -54.0 -303.583477257
-100.0 -53.0 -306.502001553
-100.0 -52.0 -302.034125295
-100.0 -51.0 -292.286308548
-100.0 -50.0 -279.345241077
-100.0 -49.0 -264.989139467
-100.0 -48.0 -250.454256683
-100.0 -47.0 -236.286465104
-100.0 -46.0 -222.297174989
-100.0 -45.0 -207.629726252
-100.0 -44.0 -190.928318382
-100.0 -43.0 -170.588239333
-100.0 -42.0 -145.055271577
-100.0 -41.0 -113.135076098
-100.0 -40.0 -74.2710254229
-100.0 -39.0 -28.7517538315
-100.0 -38.0  22.1826225009
-100.0 -37.0  76.3549293481
-100.0 -36.0  130.790879682
-100.0 -35.0  181.973976136
-100.0 -34.0  226.190210252
-100.0 -33.0  259.925429687
-100.0 -32.0  280.270402722
-100.0 -31.0  285.285925452
-100.0 -30.0  274.283224006
-100.0 -29.0  247.983177298
-100.0 -28.0  208.530659939
-100.0 -27.0  159.356168959
-100.0 -26.0  104.894055513
-100.0 -25.0  50.1831594857
-100.0 -24.0  0.38951987353
-100.0 -23.0 -39.6995343996
-100.0 -22.0 -66.1563867812
-100.0 -21.0 -76.3174413633
-100.0 -20.0 -69.0665174558
-100.0 -19.0 -44.965699931
-100.0 -18.0 -6.2182361306
-100.0 -17.0  43.5338902673
-100.0 -16.0  99.5572492984
-100.0 -15.0  156.483051701
-100.0 -14.0  208.824337023
-100.0 -13.0  251.500220275
-100.0 -12.0  280.312787945
-100.0 -11.0  292.327861308
-100.0 -10.0  286.121795727
-100.0 -9.0  261.871485544
-100.0 -8.0  221.282068336
-100.0 -7.0  167.364491864
-100.0 -6.0  104.091123318
-100.0 -5.0  35.9701550247
-100.0 -4.0 -32.4126795136
-100.0 -3.0 -96.8344235342
-100.0 -2.0 -153.810215289
-100.0 -1.0 -200.865438538
-100.0  0.0 -236.679527438
-100.0  1.0 -261.091784265
-100.0  2.0 -274.975801439
-100.0  3.0 -280.004109128
-100.0  4.0 -278.336768355
-100.0  5.0 -272.275440997
-100.0  6.0 -263.92716198
-100.0  7.0 -254.919400495
-100.0  8.0 -246.200443246
-100.0  9.0 -237.947653957
-100.0  10.0 -229.592198583
-100.0  11.0 -219.954085495
-100.0  12.0 -207.467631077
-100.0  13.0 -190.466355274
-100.0  14.0 -167.489133957
-100.0  15.0 -137.566996449
-100.0  16.0 -100.452493618
-100.0  17.0 -56.7607171574
-100.0  18.0 -8.00192214678
-100.0  19.0  43.5010390201
-100.0  20.0  94.8032222067
-100.0  21.0  142.615635469
-100.0  22.0  183.639708421
-100.0  23.0  214.920049305
-100.0  24.0  234.174814373
-100.0  25.0  240.065229359
-100.0  26.0  232.37247805
-100.0  27.0  212.060499613
-100.0  28.0  181.215991221
-100.0  29.0  142.870607251
-100.0  30.0  100.72340395
-100.0  31.0  58.7925183688
-100.0  32.0  21.0326777304
-100.0  33.0 -9.04140273558
-100.0  34.0 -28.6866843596
-100.0  35.0 -36.1847718286
-100.0  36.0 -30.9913174628
-100.0  37.0 -13.768431398
-100.0  38.0  13.7006948419
-100.0  39.0  48.7033347873
-100.0  40.0  87.8725201732
-100.0  41.0  127.515606519
-100.0  42.0  163.961149693
-100.0  43.0  193.888588749
-100.0  44.0  214.60855237
-100.0  45.0  224.268279876
-100.0  46.0  221.965797148
-100.0  47.0  207.766988532
-100.0  48.0  182.63032264
-100.0  49.0  148.253524284
-100.0  50.0  106.863911466
-100.0  51.0  60.9786964914
-100.0  52.0  13.1629060433
-100.0  53.0 -34.1892807021
-100.0  54.0 -79.0286577918
-100.0  55.0 -119.766271199
-100.0  56.0 -155.323557255
-100.0  57.0 -185.119260071
-100.0  58.0 -209.002464755
-100.0  59.0 -227.146858645
-100.0  60.0 -239.924856961
-100.0  61.0 -247.781194641
-100.0  62.0 -251.124010861
-100.0  63.0 -250.247665182
-100.0  64.0 -245.296110292
-100.0  65.0 -236.269366983
-100.0  66.0 -223.069339089
-100.0  67.0 -205.575675726
-100.0  68.0 -183.738313126
-100.0  69.0 -157.671179381
-100.0  70.0 -127.731535033
-100.0  71.0 -94.5714882899
-100.0  72.0 -59.1520449543
-100.0  73.0 -22.7150991914
-100.0  74.0  13.2856264897
-100.0  75.0  47.2882447826
-100.0  76.0  77.7499282106
-100.0  77.0  103.283459509
-100.0  78.0  122.787453818
-100.0  79.0  135.555099489
-100.0  80.0  141.348591715
-100.0  81.0  140.430274661
-100.0  82.0  133.546375763
-100.0  83.0  121.864511384
-100.0  84.0  106.871232332
-100.0  85.0  90.2401687591
-100.0  86.0  73.6843471503
-100.0  87.0  58.8076734255
-100.0  88.0  46.9702898525
-100.0  89.0  39.1806084519
-100.0  90.0  36.0235758593
-100.0  91.0  37.6305571815
-100.0  92.0  43.691653168
-100.0  93.0  53.5068259061
-100.0  94.0  66.0684035918
-100.0  95.0  80.1647673781
-100.0  96.0  94.4935539376
-100.0  97.0  107.772630709
-100.0  98.0  118.838341168
-100.0  99.0  126.722846242
-100.0  100.0  130.70545867
-99.0 -100.0 -122.266077912
-99.0 -99.0 -80.0215325015
-99.0 -98.0 -37.0073641564
-99.0 -97.0  5.8516010644
-99.0 -96.0  47.6476203882
-99.0 -95.0  87.4542086828
-99.0 -94.0  124.295787916
-99.0 -93.0  157.135108058
-99.0 -92.0  184.888319502
-99.0 -91.0  206.473258323
-99.0 -90.0  220.890859281
-99.0 -89.0  227.3334369
-99.0 -88.0  225.307788692
-99.0 -87.0  214.75658456
-99.0 -86.0  196.159081757
-99.0 -85.0  170.592362142
-99.0 -84.0  139.737208105
-99.0 -83.0  105.818219145
-99.0 -82.0  71.4752589973
-99.0 -81.0  39.5719421698
-99.0 -80.0  12.9555427799
-99.0 -79.0 -5.80970837131
-99.0 -78.0 -14.7085481001
-99.0 -77.0 -12.5100150229
-99.0 -76.0  1.05653381004
-99.0 -75.0  25.2087834109
-99.0 -74.0  58.1183792139
