x z dist ED
 49.7 -44.5 -50.0 -288.308786392
 49.8 -44.4 -49.9 -284.400777707
 49.8 -44.3 -49.8 -280.815627028
 49.9 -44.2 -49.7 -277.538763874
 49.9 -44.2 -49.6 -274.55483693
 50.0 -44.1 -49.5 -271.847813246
 50.0 -44.0 -49.4 -269.401078774
 50.0 -43.9 -49.3 -267.197539647
 50.1 -43.8 -49.2 -265.219723661
 50.1 -43.7 -49.1 -263.449881358
 50.2 -43.6 -49.0 -261.870086196
 50.2 -43.5 -48.9 -260.462333222
 50.3 -43.4 -48.8 -259.208635745
 50.3 -43.4 -48.7 -258.091119477
 50.4 -43.3 -48.6 -257.092113654
 50.4 -43.2 -48.5 -256.19423866
 50.5 -43.1 -48.4 -255.380489718
 50.5 -43.0 -48.3 -254.634316209
 50.5 -42.9 -48.2 -253.939696254
 50.6 -42.8 -48.1 -253.281206176
 50.6 -42.7 -48.0 -252.64408454
 50.7 -42.6 -47.9 -252.014290466
 50.7 -42.6 -47.8 -251.378555982
 50.8 -42.5 -47.7 -250.724432183
 50.8 -42.4 -47.6 -250.040329043
 50.9 -42.3 -47.5 -249.315548734
 50.9 -42.2 -47.4 -248.540312363
 51.0 -42.1 -47.3 -247.705780079
 51.0 -42.0 -47.2 -246.804064529
 51.0 -41.9 -47.1 -245.82823771
 51.1 -41.8 -47.0 -244.772331261
 51.1 -41.8 -46.9 -243.631330335
 51.2 -41.7 -46.8 -242.401161166
 51.2 -41.6 -46.7 -241.078672548
 51.3 -41.5 -46.6 -239.661611414
 51.3 -41.4 -46.5 -238.148592799
 51.4 -41.3 -46.4 -236.53906445
 51.4 -41.2 -46.3 -234.833266417
 51.5 -41.1 -46.2 -233.032185957
 51.5 -41.0 -46.1 -231.137508131
 51.5 -40.9 -46.0 -229.151562484
 51.6 -40.9 -45.9 -227.077266222
 51.6 -40.8 -45.8 -224.918064312
 51.7 -40.7 -45.7 -222.677866973
 51.7 -40.6 -45.6 -220.360984982
 51.8 -40.5 -45.5 -217.972063304
 51.8 -40.4 -45.4 -215.51601348
 51.9 -40.3 -45.3 -212.997945282
 51.9 -40.2 -45.2 -210.423098091
 52.0 -40.1 -45.1 -207.796772483
 52.0 -40.1 -45.0 -205.124262483
 52.0 -40.0 -44.9 -202.410788951
 52.1 -39.9 -44.8 -199.661434549
 52.1 -39.8 -44.7 -196.881080709
 52.2 -39.7 -44.6 -194.074347031
 52.2 -39.6 -44.5 -191.245533505
 52.3 -39.5 -44.4 -188.398565913
 52.3 -39.4 -44.3 -185.536944788
 52.4 -39.3 -44.2 -182.663698229
 52.4 -39.3 -44.1 -179.781338879
 52.5 -39.2 -44.0 -176.891825328
 52.5 -39.1 -43.9 -173.996528176
 52.5 -39.0 -43.8 -171.096200952
 52.6 -38.9 -43.7 -168.190956065
 52.6 -38.8 -43.6 -165.280245915
 52.7 -38.7 -43.5 -162.362849266
 52.7 -38.6 -43.4 -159.436862938
 52.8 -38.5 -43.3 -156.499698861
 52.8 -38.5 -43.2 -153.548086463
 52.9 -38.4 -43.1 -150.578080374
 52.9 -38.3 -43.0 -147.585073349
 53.0 -38.2 -42.9 -144.563814318
 53.0 -38.1 -42.8 -141.508431408
 53.0 -38.0 -42.7 -138.412459775
 53.1 -37.9 -42.6 -135.268874039
 53.1 -37.8 -42.5 -132.070125088
 53.2 -37.7 -42.4 -128.808180998
 53.2 -37.7 -42.3 -125.474571793
 53.3 -37.6 -42.2 -122.060437726
 53.3 -37.5 -42.1 -118.556580772
 53.4 -37.4 -42.0 -114.953518979
 53.4 -37.3 -41.9 -111.241543332
 53.5 -37.2 -41.8 -107.41077674
 53.5 -37.1 -41.7 -103.451234787
 53.5 -37.0 -41.6 -99.3528878403
 53.6 -36.9 -41.5 -95.105724128
 53.6 -36.9 -41.4 -90.6998133872
 53.7 -36.8 -41.3 -86.1253706864
 53.7 -36.7 -41.2 -81.3728200249
 53.8 -36.6 -41.1 -76.4328573201
 53.8 -36.5 -41.0 -71.2965123992
 53.9 -36.4 -40.9 -65.9552096238
 53.9 -36.3 -40.8 -60.4008267846
 54.0 -36.2 -40.7 -54.6257519231
 54.0 -36.1 -40.6 -48.6229377473
 54.1 -36.1 -40.5 -42.3859533335
 54.1 -36.0 -40.4 -35.9090328204
 54.1 -35.9 -40.3 -29.1871208294
 54.2 -35.8 -40.2 -22.2159143632
 54.2 -35.7 -40.1 -14.9919009639
 54.3 -35.6 -40.0 -7.51239293384
 54.3 -35.5 -39.9  0.224442546466
 54.4 -35.4 -39.8  8.21955754652
 54.4 -35.3 -39.7  16.4730018707
 54.5 -35.3 -39.6  24.9839059845
 54.5 -35.2 -39.5  33.7504684383
 54.6 -35.1 -39.4  42.7699478141
 54.6 -35.0 -39.3  52.038659196
 54.6 -34.9 -39.2  61.5519751333
 54.7 -34.8 -39.1  71.3043310417
 54.7 -34.7 -39.0  81.2892349592
 54.8 -34.6 -38.9  91.499281548
 54.8 -34.5 -38.8  101.926170212
 54.9 -34.5 -38.7  112.560727174
 54.9 -34.4 -38.6  123.392931332
 55.0 -34.3 -38.5  134.411943706
 55.0 -34.2 -38.4  145.606140254
 55.1 -34.1 -38.3  156.963147825
 55.1 -34.0 -38.2  168.469883013
 55.1 -33.9 -38.1  180.112593635
 55.2 -33.8 -38.0  191.876902584
 55.2 -33.7 -37.9  203.747853768
 55.3 -33.7 -37.8  215.709959852
 55.3 -33.6 -37.7  227.747251514
 55.4 -33.5 -37.6  239.843327928
 55.4 -33.4 -37.5  251.98140818
 55.5 -33.3 -37.4  264.144383331
 55.5 -33.2 -37.3  276.314868832
 55.6 -33.1 -37.2  288.475257028
 55.6 -33.0 -37.1  300.607769464
 55.6 -32.9 -37.0  312.694508742
 55.7 -32.8 -36.9  324.717509666
 55.7 -32.8 -36.8  336.658789451
 55.8 -32.7 -36.7  348.500396756
 55.8 -32.6 -36.6  360.224459349
 55.9 -32.5 -36.5  371.813230193
 55.9 -32.4 -36.4  383.249131794
