x z ED
-150.0 -100.0  748.557154287
-150.0 -99.0  729.329855411
-150.0 -98.0  656.615204815
-150.0 -97.0  529.542321547
-150.0 -96.0  367.348253752
-150.0 -95.0  208.741260957
-150.0 -94.0  92.5642095664
-150.0 -93.0  33.078734544
-150.0 -92.0  10.4847711244
-150.0 -91.0 -12.9992160644
-150.0 -90.0 -61.5761183035
-150.0 -89.0 -122.736630669
-150.0 -88.0 -151.626418
-150.0 -87.0 -101.443474996
-150.0 -86.0  41.8386146244
-150.0 -85.0  245.863058936
-150.0 -84.0  448.991011769
-150.0 -83.0  594.856939049
-150.0 -82.0  659.263897629
-150.0 -81.0  652.21093401
-150.0 -80.0  598.224547911
-150.0 -79.0  514.086832509
-150.0 -78.0  402.105812674
-150.0 -77.0  261.363137647
-150.0 -76.0  103.131555804
-150.0 -75.0 -46.2069036453
-150.0 -74.0 -159.071856089
-150.0 -73.0 -225.65018543
-150.0 -72.0 -260.746313477
-150.0 -71.0 -291.517757584
-150.0 -70.0 -335.899269233
-150.0 -69.0 -390.06496493
-150.0 -68.0 -435.757739148
-150.0 -67.0 -460.941763432
-150.0 -66.0 -475.047303694
-150.0 -65.0 -504.00045828
-150.0 -64.0 -567.470890778
-150.0 -63.0 -656.883874335
-150.0 -62.0 -733.757241314
-150.0 -61.0 -752.300044498
-150.0 -60.0 -690.447405987
-150.0 -59.0 -565.902161101
-150.0 -58.0 -424.833829353
-150.0 -57.0 -311.87966473
-150.0 -56.0 -244.111178133
-150.0 -55.0 -207.555392826
-150.0 -54.0 -176.390660957
-150.0 -53.0 -137.323197351
-150.0 -52.0 -98.9887016288
-150.0 -51.0 -79.9662074316
-150.0 -50.0 -87.1572375979
-150.0 -49.0 -103.76912332
-150.0 -48.0 -97.2958721263
-150.0 -47.0 -40.8330496841
-150.0 -46.0  69.6131989797
-150.0 -45.0  214.858510153
-150.0 -44.0  367.462195381
-150.0 -43.0  507.704244974
-150.0 -42.0  627.228751933
-150.0 -41.0  719.513406522
-150.0 -40.0  769.130495772
-150.0 -39.0  753.20015411
-150.0 -38.0  657.01283243
-150.0 -37.0  491.544484644
-150.0 -36.0  296.400066612
-150.0 -35.0  122.104327297
-150.0 -34.0  2.54344568757
-150.0 -33.0 -62.3489209008
-150.0 -32.0 -100.16344828
-150.0 -31.0 -140.165955895
-150.0 -30.0 -187.361020372
-150.0 -29.0 -216.007119167
-150.0 -28.0 -187.312806154
-150.0 -27.0 -77.9153157458
-150.0 -26.0  101.645306393
-150.0 -25.0  310.713192262
-150.0 -24.0  499.849091518
-150.0 -23.0  633.185645987
-150.0 -22.0  697.22483267
-150.0 -21.0  694.216024338
-150.0 -20.0  630.422034688
-150.0 -19.0  511.348759685
-150.0 -18.0  347.038568829
-150.0 -17.0  159.627091256
-150.0 -16.0 -17.51947136
-150.0 -15.0 -152.19353842
-150.0 -14.0 -229.276812652
-150.0 -13.0 -257.685420864
-150.0 -12.0 -262.159624621
-150.0 -11.0 -265.812670018
-150.0 -10.0 -276.899037059
-150.0 -9.0 -289.708095388
-150.0 -8.0 -297.629995547
-150.0 -7.0 -306.147095031
-150.0 -6.0 -333.457784382
-150.0 -5.0 -396.843873971
-150.0 -4.0 -495.248936064
-150.0 -3.0 -602.635091575
-150.0 -2.0 -678.996194419
-150.0 -1.0 -692.44063617
-150.0  0.0 -637.163553642
-150.0  1.0 -535.09863341
-150.0  2.0 -421.067607872
-150.0  3.0 -322.851854868
-150.0  4.0 -250.030429449
-150.0  5.0 -197.434071714
-150.0  6.0 -157.531643684
-150.0  7.0 -130.128093162
-150.0  8.0 -121.507697723
-150.0  9.0 -134.789241733
-150.0  10.0 -160.622895136
-150.0  11.0 -176.750228599
-150.0  12.0 -157.478632826
-150.0  13.0 -86.3138000116
-150.0  14.0  36.8738859222
-150.0  15.0  197.743938979
-150.0  16.0  374.864818449
-150.0  17.0  545.822367702
-150.0  18.0  688.405358778
-150.0  19.0  779.302490695
-150.0  20.0  795.992467332
-150.0  21.0  724.709115411
-150.0  22.0  570.770883573
-150.0  23.0  363.061653197
-150.0  24.0  146.570980867
-150.0  25.0 -35.1628824273
-150.0  26.0 -157.942354165
-150.0  27.0 -223.831592207
-150.0  28.0 -252.474559129
-150.0  29.0 -262.635434642
-150.0  30.0 -256.552849806
-150.0  31.0 -217.784387425
-150.0  32.0 -123.891757616
-150.0  33.0  34.8120917204
-150.0  34.0  243.089795213
-150.0  35.0  462.985270204
-150.0  36.0  648.507175988
-150.0  37.0  763.30949034
-150.0  38.0  791.400106659
-150.0  39.0  736.998755259
-150.0  40.0  617.167915967
-150.0  41.0  454.172476454
-150.0  42.0  271.938753742
-150.0  43.0  95.5624166525
-150.0  44.0 -50.4045918343
-150.0  45.0 -147.463617687
-150.0  46.0 -190.238195599
-150.0  47.0 -189.578200453
-150.0  48.0 -167.82279246
-150.0  49.0 -148.023062689
-150.0  50.0 -143.979431587
-150.0  51.0 -157.832627234
-150.0  52.0 -186.214572719
-150.0  53.0 -228.997037136
-150.0  54.0 -292.307800938
-150.0  55.0 -382.136239236
-150.0  56.0 -493.178207207
-150.0  57.0 -602.80828636
-150.0  58.0 -677.434079607
-150.0  59.0 -689.346912226
-150.0  60.0 -633.409254478
-150.0  61.0 -531.656694959
-150.0  62.0 -421.748271405
-150.0  63.0 -336.598464173
-150.0  64.0 -288.809755853
-150.0  65.0 -269.741160138
-150.0  66.0 -262.011661968
-150.0  67.0 -254.482677965
-150.0  68.0 -247.839756075
-150.0  69.0 -247.330100392
-150.0  70.0 -250.072320478
-150.0  71.0 -238.833848407
-150.0  72.0 -188.742828787
-150.0  73.0 -82.6590909342
-150.0  74.0  76.2427205433
-150.0  75.0  263.91909493
-150.0  76.0  446.646213123
-150.0  77.0  594.916021324
-150.0  78.0  690.272161481
-150.0  79.0  722.812170503
-150.0  80.0  685.854485557
-150.0  81.0  576.298940733
-150.0  82.0  402.535004564
-150.0  83.0  192.420236177
-150.0  84.0 -9.20142828981
-150.0  85.0 -156.891225145
-150.0  86.0 -226.293687023
-150.0  87.0 -225.720677942
-150.0  88.0 -187.606171915
-150.0  89.0 -144.243155255
-150.0  90.0 -104.705876075
-150.0  91.0 -50.0303094998
-150.0  92.0  49.398022113
-150.0  93.0  206.970584813
-150.0  94.0  403.474841126
-150.0  95.0  593.256719147
-150.0  96.0  728.069518658
-150.0  97.0  781.124866856
-150.0  98.0  755.143564623
-150.0  99.0  671.687934983
-150.0  100.0  553.337489308
-148.5 -100.0  740.079265267
-148.5 -99.0  743.939490415
-148.5 -98.0  695.296375992
-148.5 -97.0  586.531040473
-148.5 -96.0  429.132579618
