x z ED
-150.0 -100.0  701.656154771
-150.0 -99.0  658.228587637
-150.0 -98.0  557.79983547
-150.0 -97.0  409.375547967
-150.0 -96.0  241.934257958
-150.0 -95.0  95.9224246596
-150.0 -94.0  2.51558157096
-150.0 -93.0 -34.8064893442
-150.0 -92.0 -41.2596982002
-150.0 -91.0 -51.3847068811
-150.0 -90.0 -82.1349847316
-150.0 -89.0 -118.037672467
-150.0 -88.0 -119.978129109
-150.0 -87.0 -52.0491907347
-150.0 -86.0  92.2621214964
-150.0 -85.0  282.56237603
-150.0 -84.0  466.97536904
-150.0 -83.0  598.716884552
-150.0 -82.0  655.680835989
-150.0 -81.0  642.156156437
-150.0 -80.0  575.951533754
-150.0 -79.0  473.828814559
-150.0 -78.0  346.390906876
-150.0 -77.0  203.254588564
-150.0 -76.0  59.9268667435
-150.0 -75.0 -62.8280912414
-150.0 -74.0 -148.351300509
-150.0 -73.0 -194.3861935
-150.0 -72.0 -214.699327475
-150.0 -71.0 -229.496714417
-150.0 -70.0 -251.889586475
-150.0 -69.0 -281.459379313
-150.0 -68.0 -310.169325481
-150.0 -67.0 -335.164495043
-150.0 -66.0 -366.541771814
-150.0 -65.0 -421.817121006
-150.0 -64.0 -510.015952222
-150.0 -63.0 -617.948861964
-150.0 -62.0 -711.051517229
-150.0 -61.0 -750.676707372
-150.0 -60.0 -716.889833153
-150.0 -59.0 -620.813597229
-150.0 -58.0 -497.622979132
-150.0 -57.0 -385.194167793
-150.0 -56.0 -303.537952176
-150.0 -55.0 -248.824340742
-150.0 -54.0 -204.305400849
-150.0 -53.0 -157.86955942
-150.0 -52.0 -111.964187683
-150.0 -51.0 -78.8412609522
-150.0 -50.0 -66.298797471
-150.0 -49.0 -66.460900141
-150.0 -48.0 -57.1126504488
-150.0 -47.0 -14.6611655699
-150.0 -46.0  71.3210237744
-150.0 -45.0  192.583814906
-150.0 -44.0  328.4557065
-150.0 -43.0  457.285227428
-150.0 -42.0  563.533943962
-150.0 -41.0  636.450445419
-150.0 -40.0  664.847582497
-150.0 -39.0  636.322316683
-150.0 -38.0  544.705821914
-150.0 -37.0  400.567963101
-150.0 -36.0  234.443356502
-150.0 -35.0  86.4514768015
-150.0 -34.0 -13.2927901559
-150.0 -33.0 -60.3003593731
-150.0 -32.0 -75.1922747392
-150.0 -31.0 -85.9541978855
-150.0 -30.0 -104.939543179
-150.0 -29.0 -117.380538884
-150.0 -28.0 -90.4071872256
-150.0 -27.0  3.26023481217
-150.0 -26.0  163.544503959
-150.0 -25.0  358.310872688
-150.0 -24.0  538.427507741
