x z dist ED
 10.2 -48.9 -50.0 -146.031388353
 10.2 -48.8 -49.9 -142.967275488
 10.2 -48.7 -49.8 -140.175499239
 10.2 -48.6 -49.7 -137.670606864
 10.1 -48.6 -49.6 -135.466022507
 10.1 -48.5 -49.5 -133.573834888
 10.1 -48.4 -49.4 -132.004593996
 10.1 -48.3 -49.3 -130.767118841
 10.1 -48.2 -49.2 -129.868318198
 10.0 -48.1 -49.1 -129.313026163
 10.0 -48.0 -49.0 -129.103854194
 10.0 -47.9 -48.9 -129.241061179
 10.0 -47.8 -48.8 -129.722442884
 10.0 -47.7 -48.7 -130.543241949
 9.9 -47.6 -48.6 -131.696079451
 9.9 -47.5 -48.5 -133.170908791
 9.9 -47.4 -48.4 -134.95499252
 9.9 -47.3 -48.3 -137.032902456
 9.9 -47.2 -48.2 -139.38654326
 9.8 -47.1 -48.1 -141.995199415
 9.8 -47.0 -48.0 -144.835605333
 9.8 -46.9 -47.9 -147.882038105
 9.8 -46.8 -47.8 -151.106432215
 9.8 -46.7 -47.7 -154.478515319
 9.7 -46.6 -47.6 -157.96596401
 9.7 -46.5 -47.5 -161.534578316
 9.7 -46.4 -47.4 -165.148473487
 9.7 -46.3 -47.3 -168.77028751
 9.7 -46.2 -47.2 -172.361402606
 9.6 -46.1 -47.1 -175.882178876
 9.6 -46.0 -47.0 -179.292198141
 9.6 -45.9 -46.9 -182.550515938
 9.6 -45.8 -46.8 -185.61591956
 9.5 -45.7 -46.7 -188.447189988
 9.5 -45.6 -46.6 -191.003365535
 9.5 -45.5 -46.5 -193.244004997
 9.5 -45.4 -46.4 -195.129448144
 9.5 -45.3 -46.3 -196.621071397
 9.4 -45.2 -46.2 -197.681536594
 9.4 -45.1 -46.1 -198.275030831
 9.4 -45.0 -46.0 -198.367495421
 9.4 -44.9 -45.9 -197.926842174
 9.4 -44.8 -45.8 -196.923155265
 9.3 -44.7 -45.7 -195.328877142
 9.3 -44.6 -45.6 -193.118977053
 9.3 -44.5 -45.5 -190.271100944
 9.3 -44.4 -45.4 -186.765701659
 9.3 -44.3 -45.3 -182.586148544
 9.2 -44.2 -45.2 -177.718815764
 9.2 -44.1 -45.1 -172.153148829
 9.2 -44.0 -45.0 -165.881709022
 9.2 -44.0 -44.9 -158.900195638
 9.2 -43.9 -44.8 -151.207446126
 9.1 -43.8 -44.7 -142.805414433
 9.1 -43.7 -44.6 -133.699128051
 9.1 -43.6 -44.5 -123.896624431
 9.1 -43.5 -44.4 -113.408867643
 9.1 -43.4 -44.3 -102.249646301
 9.0 -43.3 -44.2 -90.4354539421
 9.0 -43.2 -44.1 -77.9853532049
 9.0 -43.1 -44.0 -64.9208252652
 9.0 -43.0 -43.9 -51.2656061218
 9.0 -42.9 -43.8 -37.0455114159
 8.9 -42.8 -43.7 -22.2882515526
 8.9 -42.7 -43.6 -7.0232389619
 8.9 -42.6 -43.5  8.71861061955
 8.9 -42.5 -43.4  24.9050809365
 8.9 -42.4 -43.3  41.5028601524
 8.8 -42.3 -43.2  58.477746027
 8.8 -42.2 -43.1  75.7948494546
 8.8 -42.1 -43.0  93.4187945282
 8.8 -42.0 -42.9  111.313913363
 8.8 -41.9 -42.8  129.444433993
 8.7 -41.8 -42.7  147.774659754
 8.7 -41.7 -42.6  166.269138682
 8.7 -41.6 -42.5  184.892821574
 8.7 -41.5 -42.4  203.611207521
 8.7 -41.4 -42.3  222.39047585
 8.6 -41.3 -42.2  241.197603578
 8.6 -41.2 -42.1  260.000467678
 8.6 -41.1 -42.0  278.767931583
 8.6 -41.0 -41.9  297.469915585
 8.5 -40.9 -41.8  316.077450928
 8.5 -40.8 -41.7  334.562717605
 8.5 -40.7 -41.6  352.899066034
 8.5 -40.6 -41.5  371.061022972
 8.5 -40.5 -41.4  389.024282207
 8.4 -40.4 -41.3  406.765680725
 8.4 -40.3 -41.2  424.26316121
 8.4 -40.2 -41.1  441.495721886
 8.4 -40.1 -41.0  458.443354859
 8.4 -40.0 -40.9  475.08697421
 8.3 -39.9 -40.8  491.408335237
 8.3 -39.8 -40.7  507.389946312
 8.3 -39.7 -40.6  523.014974918
 8.3 -39.6 -40.5  538.267149467
 8.3 -39.5 -40.4  553.130658571
 8.2 -39.4 -40.3  567.590049453
