x z ED
-150.0 -100.0  691.133477769
-150.0 -99.0  648.182317806
-150.0 -98.0  557.103007774
-150.0 -97.0  418.643612381
-150.0 -96.0  252.981503667
-150.0 -95.0  98.9917379207
-150.0 -94.0 -5.10390685786
-150.0 -93.0 -46.3851187653
-150.0 -92.0 -46.571027813
-150.0 -91.0 -45.7376807859
-150.0 -90.0 -70.5171516235
-150.0 -89.0 -110.710098504
-150.0 -88.0 -123.412651209
-150.0 -87.0 -63.212381049
-150.0 -86.0  83.229780942
-150.0 -85.0  283.638400761
-150.0 -84.0  477.209395865
-150.0 -83.0  609.070048362
-150.0 -82.0  657.009047882
-150.0 -81.0  633.286317265
-150.0 -80.0  564.717635082
-150.0 -79.0  470.152825174
-150.0 -78.0  353.519522607
-150.0 -77.0  214.891695759
-150.0 -76.0  65.794376046
-150.0 -75.0 -67.9124630137
-150.0 -74.0 -159.896950449
-150.0 -73.0 -202.195808841
-150.0 -72.0 -211.875324224
-150.0 -71.0 -218.533299877
-150.0 -70.0 -242.469833287
-150.0 -69.0 -281.902972375
-150.0 -68.0 -320.084475919
-150.0 -67.0 -345.793974751
-150.0 -66.0 -368.497445029
-150.0 -65.0 -413.371704158
-150.0 -64.0 -498.628579919
-150.0 -63.0 -613.677053494
-150.0 -62.0 -717.668205885
-150.0 -61.0 -762.33792213
-150.0 -60.0 -723.296192449
-150.0 -59.0 -616.306896478
-150.0 -58.0 -486.18361245
-150.0 -57.0 -376.925576782
-150.0 -56.0 -305.743095881
-150.0 -55.0 -259.55559905
-150.0 -54.0 -214.084745419
-150.0 -53.0 -158.05970818
-150.0 -52.0 -102.397198041
-150.0 -51.0 -67.9668595263
-150.0 -50.0 -63.7214390175
-150.0 -49.0 -74.4569511181
-150.0 -48.0 -68.6198637648
-150.0 -47.0 -19.5161763328
-150.0 -46.0  77.4062429595
-150.0 -45.0  204.234695816
-150.0 -44.0  335.381994601
-150.0 -43.0  453.369508244
-150.0 -42.0  552.234646723
-150.0 -41.0  627.74730003
-150.0 -40.0  666.427353762
-150.0 -39.0  646.789723974
-150.0 -38.0  554.815874559
-150.0 -37.0  401.391292078
-150.0 -36.0  225.252783772
-150.0 -35.0  75.3642712157
-150.0 -34.0 -16.4842216169
-150.0 -33.0 -52.7772906134
-150.0 -32.0 -63.5992069783
-150.0 -31.0 -80.5303241092
-150.0 -30.0 -110.475320191
-150.0 -29.0 -128.986675056
-150.0 -28.0 -97.8329473304
-150.0 -27.0  6.57340734811
-150.0 -26.0  174.670359269
-150.0 -25.0  367.422867703
-150.0 -24.0  537.477774773
-150.0 -23.0  651.293237751
-150.0 -22.0  697.685936843
-150.0 -21.0  680.960968254
-150.0 -20.0  608.958017205
-150.0 -19.0  488.112651342
-150.0 -18.0  328.65066883
-150.0 -17.0  152.125603404
-150.0 -16.0 -9.38145007619
-150.0 -15.0 -125.513331223
-150.0 -14.0 -183.369144328
-150.0 -13.0 -194.211392942
-150.0 -12.0 -185.003168322
-150.0 -11.0 -180.716664172
-150.0 -10.0 -190.89871021
-150.0 -9.0 -210.420809892
-150.0 -8.0 -232.475770452
-150.0 -7.0 -261.581653688
-150.0 -6.0 -314.298726746
-150.0 -5.0 -405.760895254
-150.0 -4.0 -532.471860871
-150.0 -3.0 -665.910671557
-150.0 -2.0 -763.798531358
-150.0 -1.0 -792.413488758
-150.0  0.0 -744.748467264
-150.0  1.0 -642.283359605
-150.0  2.0 -520.176704473
-150.0  3.0 -407.297003172
-150.0  4.0 -314.942328657
-150.0  5.0 -240.110316216
-150.0  6.0 -177.654432159
-150.0  7.0 -129.729909558
-150.0  8.0 -104.689681926
-150.0  9.0 -107.223030293
-150.0  10.0 -128.889512648
-150.0  11.0 -147.586745077
-150.0  12.0 -137.012966269
-150.0  13.0 -79.3692184502
-150.0  14.0  27.3304448271
-150.0  15.0  170.950874999
-150.0  16.0  332.374824551
-150.0  17.0  491.35938404
-150.0  18.0  627.484269199
-150.0  19.0  718.651452002
-150.0  20.0  742.838705782
-150.0  21.0  686.003557369
-150.0  22.0  552.433573731
-150.0  23.0  369.327857745
-150.0  24.0  179.507389009
-150.0  25.0  24.0797458382
-150.0  26.0 -75.2002088729
-150.0  27.0 -122.599263116
-150.0  28.0 -139.496187473
-150.0  29.0 -145.742752466
-150.0  30.0 -143.905759445
-150.0  31.0 -117.07831746
-150.0  32.0 -41.6142550851
-150.0  33.0  93.9982676927
-150.0  34.0  276.773134688
-150.0  35.0  471.197629329
-150.0  36.0  633.662305063
-150.0  37.0  729.895395677
-150.0  38.0  745.458538252
-150.0  39.0  685.447458204
-150.0  40.0  567.037752112
-150.0  41.0  411.84037956
-150.0  42.0  242.437794779
-150.0  43.0  82.0419948256
-150.0  44.0 -47.0113792949
-150.0  45.0 -128.530352982
-150.0  46.0 -159.283867614
-150.0  47.0 -151.871549371
-150.0  48.0 -129.794379756
-150.0  49.0 -116.547569749
-150.0  50.0 -125.604488225
-150.0  51.0 -158.036215737
-150.0  52.0 -208.77013655
-150.0  53.0 -275.51415185
-150.0  54.0 -361.99782516
-150.0  55.0 -471.828698311
-150.0  56.0 -597.587265251
-150.0  57.0 -715.022315902
-150.0  58.0 -789.577818813
-150.0  59.0 -793.347487138
-150.0  60.0 -721.786357904
-150.0  61.0 -598.25461326
-150.0  62.0 -462.333510502
-150.0  63.0 -349.26080882
-150.0  64.0 -274.125218641
-150.0  65.0 -230.680266395
-150.0  66.0 -203.60324132
-150.0  67.0 -183.268977626
