x z ED
-150.0 -100.0  253.795030493
-150.0 -99.0  252.783331956
-150.0 -98.0  232.027287008
-150.0 -97.0  189.2247868
-150.0 -96.0  130.183913086
-150.0 -95.0  69.1158030156
-150.0 -94.0  21.4815251785
-150.0 -93.0 -5.65103440724
-150.0 -92.0 -17.8559118532
-150.0 -91.0 -28.0463412541
-150.0 -90.0 -45.1022862845
-150.0 -89.0 -65.2056292635
-150.0 -88.0 -73.0377640431
-150.0 -87.0 -52.478046246
-150.0 -86.0  1.03872950837
-150.0 -85.0  75.7665859782
-150.0 -84.0  149.945414683
-150.0 -83.0  204.226506842
-150.0 -82.0  231.026486841
-150.0 -81.0  234.655777858
-150.0 -80.0  223.669488998
-150.0 -79.0  202.714023063
-150.0 -78.0  170.597250957
-150.0 -77.0  125.259186336
-150.0 -76.0  70.1642659799
-150.0 -75.0  15.6198329572
-150.0 -74.0 -26.6911588591
-150.0 -73.0 -51.4427073404
-150.0 -72.0 -62.967946364
-150.0 -71.0 -71.2023904546
-150.0 -70.0 -83.7192612763
-150.0 -69.0 -100.685190222
-150.0 -68.0 -116.939411965
-150.0 -67.0 -129.020350368
-150.0 -66.0 -140.413661846
-150.0 -65.0 -159.663533132
-150.0 -64.0 -192.270770675
-150.0 -63.0 -233.156771894
-150.0 -62.0 -266.739258278
-150.0 -61.0 -275.812204396
-150.0 -60.0 -253.132685192
-150.0 -59.0 -206.952684723
-150.0 -58.0 -156.065249548
-150.0 -57.0 -117.901797334
-150.0 -56.0 -98.4488589273
-150.0 -55.0 -91.0890954835
-150.0 -54.0 -84.3542959717
-150.0 -53.0 -71.8041030823
-150.0 -52.0 -56.1689736527
-150.0 -51.0 -45.0966709197
-150.0 -50.0 -42.8069386123
-150.0 -49.0 -44.9625816933
-150.0 -48.0 -40.9066833331
-150.0 -47.0 -21.0741970123
-150.0 -46.0  16.689191012
-150.0 -45.0  66.7224103374
-150.0 -44.0  120.49269892
-150.0 -43.0  171.857426261
-150.0 -42.0  217.923320598
-150.0 -41.0  255.394482786
-150.0 -40.0  276.924988499
-150.0 -39.0  272.341437379
-150.0 -38.0  235.194551543
-150.0 -37.0  169.747692628
-150.0 -36.0  92.0519535633
-150.0 -35.0  22.8359305916
-150.0 -34.0 -23.548421001
-150.0 -33.0 -46.2945453861
-150.0 -32.0 -56.0849530346
-150.0 -31.0 -65.2824002947
-150.0 -30.0 -77.662274974
-150.0 -29.0 -85.2309441127
-150.0 -28.0 -74.2069648397
-150.0 -27.0 -35.405674338
-150.0 -26.0  28.649730007
-150.0 -25.0  104.563770052
-150.0 -24.0  175.322769562
-150.0 -23.0  228.076107474
-150.0 -22.0  257.220725557
-150.0 -21.0  262.173861236
-150.0 -20.0  243.588045387
-150.0 -19.0  202.277890918
-150.0 -18.0  141.722179698
-150.0 -17.0  71.000481399
-150.0 -16.0  4.11491176015
-150.0 -15.0 -45.3213942481
-150.0 -14.0 -70.7584308863
-150.0 -13.0 -75.7561971549
-150.0 -12.0 -70.9023324948
-150.0 -11.0 -66.8117275785
-150.0 -10.0 -68.4339295973
-150.0 -9.0 -74.6743940773
-150.0 -8.0 -82.8834447947
-150.0 -7.0 -93.7853642134
-150.0 -6.0 -112.213944521
-150.0 -5.0 -142.743160501
-150.0 -4.0 -183.838630862
-150.0 -3.0 -225.71901297
-150.0 -2.0 -254.371004185
-150.0 -1.0 -259.30585085
-150.0  0.0 -239.591623766
-150.0  1.0 -203.88366736
-150.0  2.0 -164.634916909
-150.0  3.0 -130.865030097
-150.0  4.0 -104.58037946
-150.0  5.0 -82.78601922
-150.0  6.0 -62.6575248325
-150.0  7.0 -45.2899293464
-150.0  8.0 -35.0174321527
-150.0  9.0 -35.1018834166
-150.0  10.0 -43.4865681341
-150.0  11.0 -52.1107734127
-150.0  12.0 -50.3852039297
-150.0  13.0 -30.3231163693
-150.0  14.0  10.0673580386
-150.0  15.0  66.7622665757
-150.0  16.0  132.023906778
-150.0  17.0  196.674460482
-150.0  18.0  250.96782255
-150.0  19.0  284.785272607
-150.0  20.0  288.992955929
-150.0  21.0  258.765928911
-150.0  22.0  197.343181466
-150.0  23.0  117.181651758
-150.0  24.0  36.4446091449
-150.0  25.0 -28.1842103286
-150.0  26.0 -68.4430707713
-150.0  27.0 -86.8477985663
-150.0  28.0 -92.8103914933
-150.0  29.0 -94.9512089782
-150.0  30.0 -94.630889656
-150.0  31.0 -84.9453240457
-150.0  32.0 -55.7684116052
-150.0  33.0 -1.43596717172
-150.0  34.0  73.9290761032
-150.0  35.0  156.679673067
-150.0  36.0  229.004207604
-150.0  37.0  275.877157304
-150.0  38.0  289.720694201
-150.0  39.0  271.048019875
-150.0  40.0  226.1537239
-150.0  41.0  164.269371122
-150.0  42.0  95.8158979265
-150.0  43.0  31.5373797116
-150.0  44.0 -18.7952869596
-150.0  45.0 -48.7965060876
-150.0  46.0 -58.001170181
-150.0  47.0 -52.4877968152
-150.0  48.0 -42.3479391452
-150.0  49.0 -36.9783326958
-150.0  50.0 -41.0342841624
-150.0  51.0 -53.6975016032
-150.0  52.0 -71.5692418539
-150.0  53.0 -92.720680442
-150.0  54.0 -118.472275379
-150.0  55.0 -151.269285795
-150.0  56.0 -190.297035886
-150.0  57.0 -228.637722413
-150.0  58.0 -254.938179786
-150.0  59.0 -259.182743166
-150.0  60.0 -238.802573471
-150.0  61.0 -200.711664425
-150.0  62.0 -157.612437213
-150.0  63.0 -121.050379866
-150.0  64.0 -96.0288608611
-150.0  65.0 -80.6744525336
-150.0  66.0 -70.4850262057
-150.0  67.0 -63.2230608018
-150.0  68.0 -60.288441452
-150.0  69.0 -63.5687537408
-150.0  70.0 -70.7198319604
-150.0  71.0 -73.3218201973
-150.0  72.0 -60.1397558058
-150.0  73.0 -23.5884823437
-150.0  74.0  35.1682639087
-150.0  75.0  106.096018114
-150.0  76.0  174.993140622
-150.0  77.0  229.415460287
-150.0  78.0  261.860193788
-150.0  79.0  269.097895344
-150.0  80.0  249.977861574
-150.0  81.0  204.987179176
-150.0  82.0  138.500442108
-150.0  83.0  61.217385243
-150.0  84.0 -10.9246506944
-150.0  85.0 -62.5849555673
-150.0  86.0 -86.4887910848
-150.0  87.0 -87.0306416772
-150.0  88.0 -76.5498089356
-150.0  89.0 -66.1455929552
-150.0  90.0 -57.4078764407
-150.0  91.0 -41.3115171951
-150.0  92.0 -5.47335248974
-150.0  93.0  55.2942333697
-150.0  94.0  132.813596247
-150.0  95.0  208.280601569
-150.0  96.0  261.911279928
-150.0  97.0  282.649513761
-150.0  98.0  271.577704137
-150.0  99.0  237.852389194
-150.0  100.0  191.530454016
-148.5 -100.0  252.302358767
-148.5 -99.0  259.413313692
-148.5 -98.0  247.115629501
-148.5 -97.0  210.630010867
-148.5 -96.0  152.912864333
-148.5 -95.0  87.0089967055
-148.5 -94.0  30.291079487
-148.5 -93.0 -5.85265534162
-148.5 -92.0 -22.8556042445
-148.5 -91.0 -32.4293634391
-148.5 -90.0 -46.0442399387
-148.5 -89.0 -64.4456259569
-148.5 -88.0 -75.5836189289
-148.5 -87.0 -62.9345381942
-148.5 -86.0 -18.0692799602
-148.5 -85.0  52.0101989332
-148.5 -84.0  128.138666289
-148.5 -83.0  190.057331702
-148.5 -82.0  226.822060866
-148.5 -81.0  239.315996328
-148.5 -80.0  234.41495493
-148.5 -79.0  216.910074035
-148.5 -78.0  186.30472039
-148.5 -77.0  140.595327705
-148.5 -76.0  82.6950797262
-148.5 -75.0  22.8639471862
-148.5 -74.0 -25.789311793
-148.5 -73.0 -55.351175141
-148.5 -72.0 -67.9671010113
-148.5 -71.0 -73.358398467
-148.5 -70.0 -81.056585496
-148.5 -69.0 -93.8908705239
-148.5 -68.0 -108.066589228
-148.5 -67.0 -119.316421597
-148.5 -66.0 -129.174391355
-148.5 -65.0 -145.195261795
-148.5 -64.0 -174.247028953
-148.5 -63.0 -214.35964681
-148.5 -62.0 -252.49991645
-148.5 -61.0 -271.221875191
-148.5 -60.0 -259.905588305
-148.5 -59.0 -222.219793552
-148.5 -58.0 -174.007082489
-148.5 -57.0 -133.048213434
-148.5 -56.0 -108.310439375
-148.5 -55.0 -96.4249810211
-148.5 -54.0 -87.2705057201
-148.5 -53.0 -73.4874042112
-148.5 -52.0 -56.1413041869
-148.5 -51.0 -42.4429516112
-148.5 -50.0 -38.1188609442
-148.5 -49.0 -41.159554944
-148.5 -48.0 -42.0707128151
-148.5 -47.0 -30.1027986022
-148.5 -46.0 -0.150992273854
-148.5 -45.0  45.0048092117
-148.5 -44.0  98.0423527493
-148.5 -43.0  152.176952759
-148.5 -42.0  203.170821926
-148.5 -41.0  246.958704023
-148.5 -40.0  276.201296682
-148.5 -39.0  280.517918062
-148.5 -38.0  251.938811436
-148.5 -37.0  191.978700352
-148.5 -36.0  114.266417766
-148.5 -35.0  39.3557581469
-148.5 -34.0 -15.6890915753
-148.5 -33.0 -45.8979531194
-148.5 -32.0 -59.0088555416
-148.5 -31.0 -67.6325063247
-148.5 -30.0 -78.7206484715
-148.5 -29.0 -87.9818490949
-148.5 -28.0 -83.0471918976
-148.5 -27.0 -52.6852558981
-148.5 -26.0  4.78352504448
-148.5 -25.0  79.5560552001
-148.5 -24.0  155.40009302
-148.5 -23.0  217.280474839
-148.5 -22.0  256.195213743
-148.5 -21.0  269.091990815
-148.5 -20.0  256.022154007
-148.5 -19.0  218.374723657
-148.5 -18.0  160.004067435
-148.5 -17.0  89.4980620157
-148.5 -16.0  20.125123106
-148.5 -15.0 -34.2439546193
-148.5 -14.0 -65.2611347807
-148.5 -13.0 -73.9846230966
-148.5 -12.0 -69.4567075042
-148.5 -11.0 -62.8108477403
-148.5 -10.0 -61.1356904731
-148.5 -9.0 -65.3885683576
-148.5 -8.0 -73.3024675963
-148.5 -7.0 -84.2036758938
-148.5 -6.0 -101.245460329
-148.5 -5.0 -128.902634527
-148.5 -4.0 -167.720197342
-148.5 -3.0 -210.851061908
-148.5 -2.0 -245.754617802
-148.5 -1.0 -260.465044337
