x z ED
-150.0 -100.0  592.159998512
-150.0 -99.0  565.231626155
-150.0 -98.0  513.447747655
-150.0 -97.0  441.315379501
-150.0 -96.0  355.104439702
-150.0 -95.0  262.329793898
-150.0 -94.0  171.103001353
-150.0 -93.0  89.4139314316
-150.0 -92.0  24.409882504
-150.0 -91.0 -18.2593173388
-150.0 -90.0 -34.9675941501
-150.0 -89.0 -24.4596188509
-150.0 -88.0  12.0152896162
-150.0 -87.0  70.7959928316
-150.0 -86.0  146.121290602
-150.0 -85.0  230.632146925
-150.0 -84.0  316.018046797
-150.0 -83.0  393.747760392
-150.0 -82.0  455.817155672
-150.0 -81.0  495.445509035
-150.0 -80.0  507.657081909
-150.0 -79.0  489.695996791
-150.0 -78.0  441.238529982
-150.0 -77.0  364.386258943
-150.0 -76.0  263.444183178
-150.0 -75.0  144.507991042
-150.0 -74.0  14.9021628499
-150.0 -73.0 -117.4760622
-150.0 -72.0 -244.843899974
-150.0 -71.0 -360.18664037
-150.0 -70.0 -457.817288492
-150.0 -69.0 -533.791961572
-150.0 -68.0 -586.145580957
-150.0 -67.0 -614.93041893
-150.0 -66.0 -622.059524944
-150.0 -65.0 -610.97606976
-150.0 -64.0 -586.186371449
-150.0 -63.0 -552.707199282
-150.0 -62.0 -515.48567042
-150.0 -61.0 -478.851940419
-150.0 -60.0 -446.060789527
-150.0 -59.0 -418.968550814
-150.0 -58.0 -397.877579932
-150.0 -57.0 -381.563041844
-150.0 -56.0 -367.477908898
-150.0 -55.0 -352.113593549
-150.0 -54.0 -331.477409231
-150.0 -53.0 -301.635683803
-150.0 -52.0 -259.264091846
-150.0 -51.0 -202.1453822
-150.0 -50.0 -129.559343243
-150.0 -49.0 -42.5201654192
-150.0 -48.0  56.1686359168
-150.0 -47.0  162.053319995
-150.0 -46.0  269.354893331
-150.0 -45.0  371.452539489
-150.0 -44.0  461.481211656
-150.0 -43.0  532.986322869
-150.0 -42.0  580.571145992
-150.0 -41.0  600.471488094
-150.0 -40.0  590.997654675
-150.0 -39.0  552.795255462
-150.0 -38.0  488.893005201
-150.0 -37.0  404.525802026
-150.0 -36.0  306.74310785
-150.0 -35.0  203.833899369
-150.0 -34.0  104.618102526
-150.0 -33.0  17.6685808518
-150.0 -32.0 -49.4640620655
-150.0 -31.0 -90.95030486
-150.0 -30.0 -103.236441744
-150.0 -29.0 -85.4000678519
-150.0 -28.0 -39.269307574
-150.0 -27.0  30.7091624026
-150.0 -26.0  117.844374006
-150.0 -25.0  213.785330399
-150.0 -24.0  309.262442508
-150.0 -23.0  394.917647085
-150.0 -22.0  462.145544201
-150.0 -21.0  503.866210042
-150.0 -20.0  515.156408156
-150.0 -19.0  493.67923068
-150.0 -18.0  439.871511
-150.0 -17.0  356.871803068
-150.0 -16.0  250.197022006
-150.0 -15.0  127.200473122
-150.0 -14.0 -3.63451404266
-150.0 -13.0 -133.494970333
-150.0 -12.0 -254.053155734
-150.0 -11.0 -358.215199157
-150.0 -10.0 -440.729773104
-150.0 -9.0 -498.597544078
-150.0 -8.0 -531.242686749
-150.0 -7.0 -540.432299633
-150.0 -6.0 -529.955612826
-150.0 -5.0 -505.099755252
-150.0 -4.0 -471.979966771
-150.0 -3.0 -436.797281347
-150.0 -2.0 -405.104252996
-150.0 -1.0 -381.158403541
-150.0  0.0 -367.433770032
-150.0  1.0 -364.344129394
-150.0  2.0 -370.208882677
-150.0  3.0 -381.466521242
-150.0  4.0 -393.113791048
-150.0  5.0 -399.323945489
-150.0  6.0 -394.177470557
-150.0  7.0 -372.425549599
-150.0  8.0 -330.201777699
-150.0  9.0 -265.601842554
-150.0  10.0 -179.063725587
-150.0  11.0 -73.5011956554
-150.0  12.0  45.8310738602
-150.0  13.0  171.734165072
-150.0  14.0  295.688721134
-150.0  15.0  408.64642798
-150.0  16.0  501.910716372
-150.0  17.0  568.017166715
-150.0  18.0  601.522227951
-150.0  19.0  599.616497767
-150.0  20.0  562.495278556
-150.0  21.0  493.442815402
-150.0  22.0  398.615160849
-150.0  23.0  286.537089303
-150.0  24.0  167.357765491
-150.0  25.0  51.9349172185
-150.0  26.0 -49.1645508102
-150.0  27.0 -126.650169387
-150.0  28.0 -173.382837805
-150.0  29.0 -185.05244335
-150.0  30.0 -160.590651101
-150.0  31.0 -102.27739472
-150.0  32.0 -15.5299335428
-150.0  33.0  91.6051286959
-150.0  34.0  209.206965551
-150.0  35.0  326.408435168
-150.0  36.0  432.405506864
-150.0  37.0  517.449295018
-150.0  38.0  573.724170957
-150.0  39.0  596.027560322
-150.0  40.0  582.187642909
-150.0  41.0  533.18210135
-150.0  42.0  452.951515462
-150.0  43.0  347.931819855
-150.0  44.0  226.358259721
-150.0  45.0  97.4156280759
-150.0  46.0 -29.6760130835
-150.0  47.0 -146.545857037
-150.0  48.0 -246.437573829
-150.0  49.0 -324.779611108
-150.0  50.0 -379.506556616
-150.0  51.0 -411.104488211
-150.0  52.0 -422.382658612
-150.0  53.0 -418.002659433
-150.0  54.0 -403.821372058
-150.0  55.0 -386.122936692
-150.0  56.0 -370.825726728
-150.0  57.0 -362.751847579
-150.0  58.0 -365.038908705
-150.0  59.0 -378.757643748
-150.0  60.0 -402.776151321
-150.0  61.0 -433.884555491
-150.0  62.0 -467.165617231
-150.0  63.0 -496.570257549
-150.0  64.0 -515.634871037
-150.0  65.0 -518.262015955
-150.0  66.0 -499.479136919
-150.0  67.0 -456.092095597
-150.0  68.0 -387.161189702
-150.0  69.0 -294.245851359
-150.0  70.0 -181.38836786
-150.0  71.0 -54.8342219471
-150.0  72.0  77.4858397248
-150.0  73.0  206.661984999
-150.0  74.0  323.629940686
-150.0  75.0  420.031742128
-150.0  76.0  489.026084806
-150.0  77.0  525.966457715
-150.0  78.0  528.878225751
-150.0  79.0  498.685756308
-150.0  80.0  439.165493331
-150.0  81.0  356.62803223
-150.0  82.0  259.358989271
-150.0  83.0  156.87210593
-150.0  84.0  59.0462389114
-150.0  85.0 -24.771110471
-150.0  86.0 -86.6083037587
-150.0  87.0 -120.582337133
-150.0  88.0 -123.413520887
-150.0  89.0 -94.6954676891
-150.0  90.0 -36.8978555271
-150.0  91.0  44.8946302232
-150.0  92.0  143.478540672
-150.0  93.0  250.212406316
-150.0  94.0  355.814533002
-150.0  95.0  451.200493427
-150.0  96.0  528.280742711
-150.0  97.0  580.644344878
-150.0  98.0  604.067433915
-150.0  99.0  596.803370189
-150.0  100.0  559.63367715
-148.5 -100.0  594.928116703
-148.5 -99.0  575.927997701
-148.5 -98.0  531.18250206
-148.5 -97.0  464.572191539
-148.5 -96.0  381.839485873
-148.5 -95.0  290.126312091
-148.5 -94.0  197.369362557
-148.5 -93.0  111.608123989
-148.5 -92.0  40.2698414595
-148.5 -91.0 -10.501594965
-148.5 -90.0 -36.4094825606
-148.5 -89.0 -35.4072280342
-148.5 -88.0 -7.90161637275
-148.5 -87.0  43.2637101416
-148.5 -86.0  113.044162054
-148.5 -85.0  194.628599973
-148.5 -84.0  280.032806058
-148.5 -83.0  360.797851574
-148.5 -82.0  428.729551896
-148.5 -81.0  476.611597994
-148.5 -80.0  498.827695027
-148.5 -79.0  491.836835597
-148.5 -78.0  454.459826128
-148.5 -77.0  387.95302031
-148.5 -76.0  295.865186728
-148.5 -75.0  183.693648015
-148.5 -74.0  58.3743622349
-148.5 -73.0 -72.3442720652
-148.5 -72.0 -200.583830864
-148.5 -71.0 -319.009952776
-148.5 -70.0 -421.435241435
-148.5 -69.0 -503.29579559
-148.5 -68.0 -561.959072015
-148.5 -67.0 -596.837636208
-148.5 -66.0 -609.302526005
-148.5 -65.0 -602.4095855
-148.5 -64.0 -580.470319039
-148.5 -63.0 -548.513803839
-148.5 -62.0 -511.696528839
-148.5 -61.0 -474.721688683
-148.5 -60.0 -441.327994909
-148.5 -59.0 -413.900605735
-148.5 -58.0 -393.244041298
-148.5 -57.0 -378.540183367
-148.5 -56.0 -367.495302043
-148.5 -55.0 -356.660399903
-148.5 -54.0 -341.890975441
-148.5 -53.0 -318.897417
-148.5 -52.0 -283.827174338
-148.5 -51.0 -233.815686134
-148.5 -50.0 -167.445265197
-148.5 -49.0 -85.0596268177
-148.5 -48.0  11.104268455
-148.5 -47.0  116.987217718
-148.5 -46.0  226.981192587
-148.5 -45.0  334.383756358
-148.5 -44.0  431.992805045
-148.5 -43.0  512.785389513
-148.5 -42.0  570.614151447
-148.5 -41.0  600.851165933
-148.5 -40.0  600.912243829
-148.5 -39.0  570.604832364
-148.5 -38.0  512.258698706
-148.5 -37.0  430.619109076
-148.5 -36.0  332.505265296
-148.5 -35.0  226.260077659
-148.5 -34.0  121.038610351
-148.5 -33.0  25.9995649783
-148.5 -32.0 -50.5248191482
-148.5 -31.0 -101.801292535
-148.5 -30.0 -123.335372602
-148.5 -29.0 -113.314672556
-148.5 -28.0 -72.8100589364
-148.5 -27.0 -5.71170409519
-148.5 -26.0  81.5974891631
-148.5 -25.0  180.80307481
-148.5 -24.0  282.40372763
-148.5 -23.0  376.569893198
-148.5 -22.0  454.035238869
-148.5 -21.0  506.935941876
-148.5 -20.0  529.517456982
-148.5 -19.0  518.641025677
-148.5 -18.0  474.041632293
-148.5 -17.0  398.313483533
-148.5 -16.0  296.62596805
-148.5 -15.0  176.199741805
-148.5 -14.0  45.5963750929
-148.5 -13.0 -86.1065489522
-148.5 -12.0 -210.17178948
-148.5 -11.0 -319.004390103
-148.5 -10.0 -406.819329563
-148.5 -9.0 -470.109175188
-148.5 -8.0 -507.866965672
-148.5 -7.0 -521.545104913
-148.5 -6.0 -514.758594823
-148.5 -5.0 -492.76761477
-148.5 -4.0 -461.797481369
-148.5 -3.0 -428.270970553
-148.5 -2.0 -398.037049494
-148.5 -1.0 -375.680259036
-148.5  0.0 -363.986243006
-148.5  1.0 -363.622114791
-148.5  2.0 -373.06721518
-148.5  3.0 -388.80276107
-148.5  4.0 -405.740756418
-148.5  5.0 -417.84631461
-148.5  6.0 -418.886026955
-148.5  7.0 -403.220531305
-148.5  8.0 -366.553588565
-148.5  9.0 -306.553462929
-148.5  10.0 -223.274941744
-148.5  11.0 -119.330680353
-148.5  12.0  0.213363749693
-148.5  13.0  128.2145379
-148.5  14.0  256.069188412
-148.5  15.0  374.508495296
-148.5  16.0  474.495371918
-148.5  17.0  548.131266122
-148.5  18.0  589.479003116
-148.5  19.0  595.214880616
-148.5  20.0  565.039417454
-148.5  21.0  501.799862437
-148.5  22.0  411.306388872
-148.5  23.0  301.854880896
-148.5  24.0  183.499167379
-148.5  25.0  67.1413748871
-148.5  26.0 -36.4719343321
-148.5  27.0 -117.749990365
-148.5  28.0 -169.156272403
-148.5  29.0 -185.916725078
-148.5  30.0 -166.467921545
-148.5  31.0 -112.601107251
-148.5  32.0 -29.2882649522
-148.5  33.0  75.7920812871
-148.5  34.0  192.981884712
-148.5  35.0  311.551143185
-148.5  36.0  420.69630813
-148.5  37.0  510.531542556
-148.5  38.0  572.976493409
-148.5  39.0  602.455611701
-148.5  40.0  596.343900682
-148.5  41.0  555.120199966
-148.5  42.0  482.218981585
-148.5  43.0  383.602047713
-148.5  44.0  267.099354503
-148.5  45.0  141.590611444
-148.5  46.0  16.114076657
-148.5  47.0 -101.005344766
-148.5  48.0 -202.92046435
-148.5  49.0 -284.843310346
-148.5  50.0 -344.388932586
-148.5  51.0 -381.652533267
-148.5  52.0 -399.019400441
-148.5  53.0 -400.735183593
-148.5  54.0 -392.288800213
-148.5  55.0 -379.679157722
-148.5  56.0 -368.648015414
-148.5  57.0 -363.963625729
-148.5  58.0 -368.833146121
-148.5  59.0 -384.507001555
-148.5  60.0 -410.117046053
-148.5  61.0 -442.764824715
-148.5  62.0 -477.849195264
-148.5  63.0 -509.596877577
-148.5  64.0 -531.737837932
-148.5  65.0 -538.252012352
-148.5  66.0 -524.106288554
-148.5  67.0 -485.901629802
-148.5  68.0 -422.359574911
