 h  k      q   F_exp F_model
 1 -1  0.111   86.34  -79.76
 1  0  0.109  100.00 -100.09
 1  1  0.122   43.11   24.22
 1  2  0.000    0.00   -5.95
 1  3  0.182    8.79    1.36
 2 -2  0.224   17.97  -20.14
 2 -1  0.217   76.04  -66.94
 2  0  0.218   28.75  -33.11
 2  1  0.228   39.50   32.00
 2  2  0.246   24.65  -24.26
 2  3  0.270   14.63   14.91
 2  4  0.298    9.22   -8.54
 2  5  0.329    5.63    6.62
 2  6  0.363    4.11   -7.00
 3 -2  0.326   33.20   40.05
 3 -1  0.324   45.88   44.40
 3  0  0.326   13.17   -4.23
 3  1  0.000    0.00   -9.48
 3  2  0.350   10.18   14.25
 3  3  0.368   13.58  -13.08
 3  4  0.392   12.98    9.27
 3  5  0.418    9.55   -5.72
 3  6  0.446    5.56    3.69
 4 -3  0.437   23.02  -21.62
 4 -2  0.432   42.81  -53.01
 4 -1  0.431   22.59  -18.68
 4  0  0.435   16.21   12.60
 4  1  0.443    7.20   -3.82
 4  2  0.456    9.87   -3.26
 4  3  0.000    0.00    6.54
 4  4  0.493    3.02   -6.35
 4  5  0.514    4.14    4.43
 4  6  0.539    2.52   -2.45
 5 -3  0.541   15.60  -17.26
 5 -2  0.539   16.31  -19.36
 5 -1  0.540    7.49    2.15
 5  0  0.544    6.54    4.30
 5  1  0.551    6.37   -6.05
 6 -4  0.652    5.91   -2.83
 6 -3  0.648    5.94   -5.92
 6 -2  0.646    3.84   -1.75
 6 -1  0.648    3.45    1.07
 6  0  0.653    3.43   -0.28
 6  1  0.660    3.87   -0.21
 6  2  0.671    0.00    0.33
 6  3  0.684    3.49   -0.21
 6  4  0.700    3.38    0.02
 7 -4  0.757    9.97   -9.62
 7 -3  0.754    8.13   -9.44
 7 -2  0.754    4.24    1.09
 7 -1  0.756    3.58    1.68
 7  0  0.760    2.82   -2.20
 8  0  0.000    0.00   -0.37
 9 -5  0.975    6.10   -7.95
 9 -4  0.973    5.60   -7.43
 9 -3  0.000    0.00    0.96
 9 -2  0.973    3.02    1.23
 9 -1  0.000    0.00   -1.65
 9  0  0.981    2.19    0.87
 9  1  0.000    0.00    0.30
