x z dist ED
 93.4  18.5  0.0 -688.910745963
 93.0  18.1  0.6 -647.058719748
 92.6  17.8  1.1 -567.311521024
 92.1  17.4  1.7 -451.527340905
 91.7  17.0  2.2 -303.756340546
 91.3  16.6  2.8 -129.943217454
 90.9  16.3  3.4  62.5157931993
 90.5  15.9  3.9  265.32022383
 90.1  15.5  4.5  469.866968775
 89.6  15.1  5.0  667.852228789
 89.2  14.8  5.6  851.82111602
 88.8  14.4  6.2  1015.61847341
 88.4  14.0  6.7  1154.70503381
 88.0  13.6  7.3  1266.31685441
 87.5  13.3  7.9  1349.46161036
 87.1  12.9  8.4  1404.76124761
 86.7  12.5  9.0  1434.16509562
 86.3  12.1  9.5  1440.56939036
 85.9  11.8  10.1  1427.3871122
 85.5  11.4  10.7  1398.11536076
 85.0  11.0  11.2  1355.94590751
 84.6  10.7  11.8  1303.45832241
 84.2  10.3  12.3  1242.42487533
 83.8  9.9  12.9  1173.74337402
 83.4  9.5  13.5  1097.49960968
 82.9  9.2  14.0  1013.146667
 82.5  8.8  14.6  919.775527971
 82.1  8.4  15.1  816.44149129
 81.7  8.0  15.7  702.504964933
 81.3  7.7  16.3  577.943773673
 80.9  7.3  16.8  443.597385177
 80.4  6.9  17.4  301.311036133
 80.0  6.5  17.9  153.958821907
 79.6  6.2  18.5  5.33822133598
 79.2  5.8  19.1 -140.057158598
 78.8  5.4  19.6 -277.366131897
 78.3  5.0  20.2 -401.757654333
 77.9  4.7  20.8 -508.857264766
 77.5  4.3  21.3 -595.157672403
 77.1  3.9  21.9 -658.369460156
 76.7  3.6  22.4 -697.673065287
 76.3  3.2  23.0 -713.842530617
 75.8  2.8  23.6 -709.224055539
 75.4  2.4  24.1 -687.566842722
 75.0  2.1  24.7 -653.718655361
 74.6  1.7  25.2 -613.212339387
 74.2  1.3  25.8 -571.780898264
 73.7  0.9  26.4 -534.846359405
 73.3  0.6  26.9 -507.030838776
 72.9  0.2  27.5 -491.736547822
 72.5 -0.2  28.0 -490.835141367
 72.1 -0.6  28.6 -504.496401478
 71.7 -0.9  29.2 -531.172830459
 71.2 -1.3  29.7 -567.741634819
 70.8 -1.7  30.3 -609.790340881
 70.4 -2.1  30.8 -652.018426761
 70.0 -2.4  31.4 -688.716278231
 69.6 -2.8  32.0 -714.275587005
 69.1 -3.2  32.5 -723.682721105
 68.7 -3.6  33.1 -712.948850466
 68.3 -3.9  33.7 -679.43745464
 67.9 -4.3  34.2 -622.06055401
 67.5 -4.7  34.8 -541.328478771
 67.1 -5.0  35.3 -439.252830594
 66.6 -5.4  35.9 -319.116975255
 66.2 -5.8  36.5 -185.141427812
 65.8 -6.2  37.0 -42.0815296502
 65.4 -6.5  37.6  105.19914355
 65.0 -6.9  38.1  252.134757072
 64.5 -7.3  38.7  394.800953366
 64.1 -7.7  39.3  530.162328698
 63.7 -8.0  39.8  656.200747805
 63.3 -8.4  40.4  771.915041785
 62.9 -8.8  40.9  877.196984174
 62.5 -9.2  41.5  972.602171291
 62.0 -9.5  42.1  1059.04608999
 61.6 -9.9  42.6  1137.46399967
 61.2 -10.3  43.2  1208.47739226
 60.8 -10.7  43.7  1272.10926903
 60.4 -11.0  44.3  1327.58531941
 59.9 -11.4  44.9  1373.24882276
 59.5 -11.8  45.4  1406.6046712
 59.1 -12.1  46.0  1424.49361758
 58.7 -12.5  46.6  1423.38318194
 58.3 -12.9  47.1  1399.74814493
 57.9 -13.3  47.7  1350.50265489
 57.4 -13.6  48.2  1273.43885646
 57.0 -14.0  48.8  1167.62441162
 56.6 -14.4  49.4  1033.71366672
 56.2 -14.8  49.9  874.134354489
 55.8 -15.1  50.5  693.122955923
 55.3 -15.5  51.0  496.596104633
 54.9 -15.9  51.6  291.861301091
 54.5 -16.3  52.2  87.186140919
 54.1 -16.6  52.7 -108.74034379
 53.7 -17.0  53.3 -287.409233622
 53.3 -17.4  53.8 -441.10393265
 52.8 -17.8  54.4 -563.468508369
 52.4 -18.1  55.0 -649.980533347
 52.0 -18.5  55.5 -698.284683227
