x z dist ED
 76.0 -49.9 -50.0 -259.866344524
 76.0 -49.8 -49.9 -257.280333412
 76.0 -49.7 -49.8 -254.563986267
 76.0 -49.6 -49.7 -251.70731119
 76.0 -49.5 -49.6 -248.700976191
 76.0 -49.4 -49.5 -245.536412104
 75.9 -49.3 -49.4 -242.205908802
 75.9 -49.2 -49.3 -238.702703785
 75.9 -49.1 -49.2 -235.021062303
 75.9 -49.0 -49.1 -231.156348232
 75.9 -48.9 -49.0 -227.105085034
 75.9 -48.8 -48.9 -222.865006192
 75.9 -48.7 -48.8 -218.435094636
 75.9 -48.6 -48.7 -213.815610751
 75.9 -48.5 -48.6 -209.008108689
 75.9 -48.4 -48.5 -204.015440801
 75.9 -48.3 -48.4 -198.841750113
 75.9 -48.2 -48.3 -193.492450889
 75.9 -48.1 -48.2 -187.974197434
 75.9 -48.0 -48.1 -182.294841395
 75.8 -47.9 -48.0 -176.463377928
 75.8 -47.8 -47.9 -170.489881203
 75.8 -47.7 -47.8 -164.385429821
 75.8 -47.6 -47.7 -158.162022802
 75.8 -47.5 -47.6 -151.832486919
 75.8 -47.4 -47.5 -145.410376188
 75.8 -47.3 -47.4 -138.909864446
 75.8 -47.2 -47.3 -132.345631985
 75.8 -47.1 -47.2 -125.732747288
 75.8 -47.0 -47.1 -119.086544924
 75.8 -46.9 -47.0 -112.422500751
 75.8 -46.8 -46.9 -105.756105549
 75.8 -46.7 -46.8 -99.1027382605
 75.8 -46.6 -46.7 -92.4775399985
 75.8 -46.5 -46.6 -85.8952899875
 75.7 -46.4 -46.5 -79.3702845849
 75.7 -46.3 -46.4 -72.9162205027
 75.7 -46.2 -46.3 -66.5460833126
 75.7 -46.1 -46.2 -60.272042271
 75.7 -46.0 -46.1 -54.1053524434
 75.7 -45.9 -46.0 -48.0562650415
 75.7 -45.8 -45.9 -42.1339468114
 75.7 -45.7 -45.8 -36.3464092306
 75.7 -45.6 -45.7 -30.700448179
 75.7 -45.5 -45.6 -25.2015946569
 75.7 -45.4 -45.5 -19.8540770183
 75.7 -45.3 -45.4 -14.6607950845
 75.7 -45.2 -45.3 -9.623306393
 75.7 -45.1 -45.2 -4.74182472367
 75.6 -45.0 -45.1 -0.0152309336376
 75.6 -44.9 -45.0  4.55890398375
 75.6 -44.8 -44.9  8.98428381248
 75.6 -44.7 -44.8  13.2658403077
 75.6 -44.6 -44.7  17.4096750867
 75.6 -44.5 -44.6  21.4229907386
 75.6 -44.4 -44.5  25.3140117736
 75.6 -44.3 -44.4  29.0918961299
 75.6 -44.2 -44.3  32.7666380398
 75.6 -44.1 -44.2  36.3489631428
 75.6 -44.0 -44.1  39.8502168005
 75.6 -43.9 -44.0  43.2822466369
 75.6 -43.8 -43.9  46.6572803782
 75.6 -43.7 -43.8  49.9878001138
 75.5 -43.6 -43.7  53.2864141313
 75.5 -43.5 -43.6  56.5657275057
 75.5 -43.4 -43.5  59.8382126324
 75.5 -43.3 -43.4  63.1160808974
 75.5 -43.2 -43.3  66.4111566673
 75.5 -43.1 -43.2  69.7347547636
 75.5 -43.0 -43.1  73.0975625532
 75.5 -42.9 -43.0  76.5095277449
 75.5 -42.8 -42.9  79.9797529337
 75.5 -42.7 -42.8  83.5163978686
 75.5 -42.6 -42.7  87.1265903539
 75.5 -42.5 -42.6  90.8163466119
 75.5 -42.4 -42.5  94.5905018512
 75.5 -42.3 -42.4  98.4526516892
 75.5 -42.2 -42.3  102.40510498
 75.4 -42.1 -42.2  106.448848492
 75.4 -42.0 -42.1  110.583523776
 75.4 -41.9 -42.0  114.807416443
 75.4 -41.8 -41.9  119.11745797
 75.4 -41.7 -41.8  123.509240024
 75.4 -41.6 -41.7  127.977041188
 75.4 -41.5 -41.6  132.513865861
 75.4 -41.4 -41.5  137.11149497
 75.4 -41.3 -41.4  141.760548067
 75.4 -41.2 -41.3  146.450556226
 75.4 -41.1 -41.2  151.170045103
 75.4 -41.0 -41.1  155.906627385
 75.4 -40.9 -41.0  160.647103818
 75.4 -40.8 -40.9  165.377571869
 75.3 -40.7 -40.8  170.083541054
 75.3 -40.6 -40.7  174.750053867
 75.3 -40.5 -40.6  179.361811229
 75.3 -40.4 -40.5  183.903301287
 75.3 -40.3 -40.4  188.358930418
 75.3 -40.2 -40.3  192.71315522
 75.3 -40.1 -40.2  196.950614302
 75.3 -40.0 -40.1  201.056258663
 75.3 -39.9 -40.0  205.015479476
 75.3 -39.8 -39.9  208.814232104
 75.3 -39.7 -39.8  212.439155232
 75.3 -39.6 -39.7  215.877684012
 75.3 -39.5 -39.6  219.1181562
 75.3 -39.4 -39.5  222.149910327
 75.2 -39.3 -39.4  224.963374985
 75.2 -39.2 -39.3  227.550148452
 75.2 -39.1 -39.2  229.903067899
 75.2 -39.0 -39.1  232.016267582
 75.2 -38.9 -39.0  233.885225472
 75.2 -38.8 -38.9  235.50679792
 75.2 -38.7 -38.8  236.879242035
 75.2 -38.6 -38.7  238.002225594
 75.2 -38.5 -38.6  238.876824387
 75.2 -38.4 -38.5  239.505507044
 75.2 -38.3 -38.4  239.892107488
 75.2 -38.2 -38.3  240.041785275
 75.2 -38.1 -38.2  239.960974204
 75.2 -38.0 -38.1  239.657319664
 75.2 -37.9 -38.0  239.139605318
 75.1 -37.8 -37.9  238.417669798
 75.1 -37.7 -37.8  237.502314186
 75.1 -37.6 -37.7  236.405201144
 75.1 -37.5 -37.6  235.138746616
 75.1 -37.4 -37.5  233.716005119
 75.1 -37.3 -37.4  232.15054967
 75.1 -37.2 -37.3  230.456347467
 75.1 -37.1 -37.2  228.647632466
 75.1 -37.0 -37.1  226.738776022
 75.1 -36.9 -37.0  224.744156804
 75.1 -36.8 -36.9  222.678031157
 75.1 -36.7 -36.8  220.554405122
 75.1 -36.6 -36.7  218.386909276
 75.1 -36.5 -36.6  216.188677546
 75.0 -36.4 -36.5  213.972231111
 75.0 -36.3 -36.4  211.749368438
 75.0 -36.2 -36.3  209.531062479
 75.0 -36.1 -36.2  207.327365948
 75.0 -36.0 -36.1  205.147325553
 75.0 -35.9 -36.0  202.99890595
 75.0 -35.8 -35.9  200.88892412
 75.0 -35.7 -35.8  198.822994747
 75.0 -35.6 -35.7  196.805487101
 75.0 -35.5 -35.6  194.839493797
 75.0 -35.4 -35.5  192.926811709
 75.0 -35.3 -35.4  191.067935198
 75.0 -35.2 -35.3  189.262061703
 75.0 -35.1 -35.2  187.507109632
 74.9 -35.0 -35.1  185.799748355
 74.9 -34.9 -35.0  184.135440044
