x z ED
-145.0  0.0 -830.3
-144.0  0.3 -830.9
-143.0  0.5 -832.5
-142.0  0.8 -835.1
-141.0  1.1 -838.1
-140.0  1.3 -841.3
-139.0  1.6 -844.3
-138.0  1.8 -846.9
-137.0  2.0 -848.8
-136.0  2.2 -849.9
-135.0  2.5 -850.7
-134.0  2.7 -851.1
-133.0  2.9 -851.5
-132.0  3.1 -852.4
-131.0  3.3 -854.0
-130.0  3.7 -857.2
-129.0  3.9 -861.9
-128.0  4.1 -868.3
-127.0  4.3 -876.4
-126.0  4.5 -886.0
-125.0  4.8 -896.8
-124.0  5.0 -908.1
-123.0  5.1 -919.1
-122.0  5.3 -929.2
-121.0  5.5 -937.5
-120.0  5.7 -943.2
-119.0  5.8 -946.0
-118.0  6.0 -945.5
-117.0  6.2 -941.3
-116.0  6.3 -934.0
-115.0  6.5 -923.4
-114.0  6.6 -910.3
-113.0  6.8 -895.5
-112.0  7.0 -879.7
-111.0  7.2 -863.9
-110.0  7.4 -849.0
-109.0  7.6 -836.0
-108.0  7.8 -825.3
-107.0  8.0 -817.1
-106.0  8.2 -811.5
-105.0  8.4 -807.7
-104.0  8.6 -805.0
-103.0  8.7 -802.6
-102.0  8.9 -799.1
-101.0  9.0 -793.5
-100.0  9.1 -785.2
-99.0  9.2 -773.1
-98.0  9.2 -757.0
-97.0  9.3 -736.6
-96.0  9.3 -712.2
-95.0  9.2 -684.0
-94.0  9.2 -652.8
-93.0  9.1 -619.3
-92.0  9.0 -584.6
-91.0  8.9 -549.9
-90.0  8.7 -516.5
-89.0  8.5 -485.3
-88.0  8.2 -457.1
-87.0  8.0 -432.2
-86.0  7.8 -410.1
-85.0  7.6 -390.1
-84.0  7.6 -372.0
-83.0  7.6 -355.1
-82.0  7.6 -339.5
-81.0  7.5 -324.9
-80.0  7.5 -311.1
-79.0  7.6 -297.9
-78.0  7.6 -284.8
-77.0  7.5 -271.4
-76.0  7.5 -257.1
-75.0  7.5 -241.4
-74.0  7.3 -224.1
-73.0  7.1 -205.5
-72.0 -7.1 -205.5
-71.0 -7.3 -224.1
-70.0 -7.5 -241.4
-69.0 -7.5 -257.1
-68.0 -7.5 -271.4
-67.0 -7.6 -284.8
-66.0 -7.6 -297.9
-65.0 -7.5 -311.1
-64.0 -7.5 -324.9
-63.0 -7.6 -339.5
-62.0 -7.6 -355.1
-61.0 -7.6 -372.0
-60.0 -7.6 -390.1
-59.0 -7.8 -410.1
-58.0 -8.0 -432.2
-57.0 -8.2 -457.1
-56.0 -8.5 -485.3
-55.0 -8.7 -516.5
-54.0 -8.9 -549.9
-53.0 -9.0 -584.6
-52.0 -9.1 -619.3
-51.0 -9.2 -652.8
-50.0 -9.2 -684.0
-49.0 -9.3 -712.2
-48.0 -9.3 -736.6
-47.0 -9.2 -757.0
-46.0 -9.2 -773.1
-45.0 -9.1 -785.2
-44.0 -9.0 -793.5
-43.0 -8.9 -799.1
-42.0 -8.7 -802.6
-41.0 -8.6 -805.0
-40.0 -8.4 -807.7
-39.0 -8.2 -811.5
-38.0 -8.0 -817.1
-37.0 -7.8 -825.3
-36.0 -7.6 -836.0
-35.0 -7.4 -849.0
-34.0 -7.2 -863.9
-33.0 -7.0 -879.7
-32.0 -6.8 -895.5
-31.0 -6.6 -910.3
-30.0 -6.5 -923.4
-29.0 -6.3 -934.0
-28.0 -6.2 -941.3
-27.0 -6.0 -945.5
-26.0 -5.8 -946.0
-25.0 -5.7 -943.2
-24.0 -5.5 -937.5
-23.0 -5.3 -929.2
-22.0 -5.1 -919.1
-21.0 -5.0 -908.1
-20.0 -4.8 -896.8
-19.0 -4.5 -886.0
-18.0 -4.3 -876.4
-17.0 -4.1 -868.3
-16.0 -3.9 -861.9
-15.0 -3.7 -857.2
-14.0 -3.3 -854.0
-13.0 -3.1 -852.4
-12.0 -2.9 -851.5
-11.0 -2.7 -851.1
-10.0 -2.5 -850.7
-9.0 -2.2 -849.9
-8.0 -2.0 -848.8
-7.0 -1.8 -846.9
-6.0 -1.6 -844.3
-5.0 -1.3 -841.3
-4.0 -1.1 -838.1
-3.0 -0.8 -835.1
-2.0 -0.5 -832.5
-1.0 -0.3 -830.9
 0.0  0.0 -830.3
 1.0  0.3 -830.9
 2.0  0.5 -832.5
 3.0  0.8 -835.1
 4.0  1.1 -838.1
 5.0  1.3 -841.3
 6.0  1.6 -844.3
 7.0  1.8 -846.9
 8.0  2.0 -848.8
 9.0  2.2 -849.9
 10.0  2.5 -850.7
 11.0  2.7 -851.1
 12.0  2.9 -851.5
 13.0  3.1 -852.4
 14.0  3.3 -854.0
 15.0  3.7 -857.2
 16.0  3.9 -861.9
 17.0  4.1 -868.3
 18.0  4.3 -876.4
 19.0  4.5 -886.0
 20.0  4.8 -896.8
 21.0  5.0 -908.1
 22.0  5.1 -919.1
 23.0  5.3 -929.2
 24.0  5.5 -937.5
 25.0  5.7 -943.2
 26.0  5.8 -946.0
 27.0  6.0 -945.5
 28.0  6.2 -941.3
 29.0  6.3 -934.0
 30.0  6.5 -923.4
 31.0  6.6 -910.3
 32.0  6.8 -895.5
 33.0  7.0 -879.7
 34.0  7.2 -863.9
 35.0  7.4 -849.0
 36.0  7.6 -836.0
 37.0  7.8 -825.3
 38.0  8.0 -817.1
 39.0  8.2 -811.5
 40.0  8.4 -807.7
 41.0  8.6 -805.0
 42.0  8.7 -802.6
 43.0  8.9 -799.1
 44.0  9.0 -793.5
 45.0  9.1 -785.2
 46.0  9.2 -773.1
 47.0  9.2 -757.0
 48.0  9.3 -736.6
 49.0  9.3 -712.2
 50.0  9.2 -684.0
 51.0  9.2 -652.8
 52.0  9.1 -619.3
 53.0  9.0 -584.6
 54.0  8.9 -549.9
 55.0  8.7 -516.5
 56.0  8.5 -485.3
 57.0  8.2 -457.1
 58.0  8.0 -432.2
 59.0  7.8 -410.1
 60.0  7.6 -390.1
 61.0  7.6 -372.0
 62.0  7.6 -355.1
 63.0  7.6 -339.5
 64.0  7.5 -324.9
 65.0  7.5 -311.1
 66.0  7.6 -297.9
 67.0  7.6 -284.8
 68.0  7.5 -271.4
 69.0  7.5 -257.1
 70.0  7.5 -241.4
 71.0  7.3 -224.1
 72.0  7.1 -205.5
 73.0 -7.1 -205.5
 74.0 -7.3 -224.1
 75.0 -7.5 -241.4
 76.0 -7.5 -257.1
 77.0 -7.5 -271.4
 78.0 -7.6 -284.8
 79.0 -7.6 -297.9
 80.0 -7.5 -311.1
 81.0 -7.5 -324.9
 82.0 -7.6 -339.5
 83.0 -7.6 -355.1
 84.0 -7.6 -372.0
 85.0 -7.6 -390.1
 86.0 -7.8 -410.1
 87.0 -8.0 -432.2
 88.0 -8.2 -457.1
 89.0 -8.5 -485.3
 90.0 -8.7 -516.5
 91.0 -8.9 -549.9
 92.0 -9.0 -584.6
 93.0 -9.1 -619.3
 94.0 -9.2 -652.8
 95.0 -9.2 -684.0
 96.0 -9.3 -712.2
 97.0 -9.3 -736.6
 98.0 -9.2 -757.0
 99.0 -9.2 -773.1
 100.0 -9.1 -785.2
 101.0 -9.0 -793.5
 102.0 -8.9 -799.1
 103.0 -8.7 -802.6
 104.0 -8.6 -805.0
 105.0 -8.4 -807.7
 106.0 -8.2 -811.5
 107.0 -8.0 -817.1
 108.0 -7.8 -825.3
 109.0 -7.6 -836.0
 110.0 -7.4 -849.0
 111.0 -7.2 -863.9
 112.0 -7.0 -879.7
 113.0 -6.8 -895.5
 114.0 -6.6 -910.3
 115.0 -6.5 -923.4
 116.0 -6.3 -934.0
 117.0 -6.2 -941.3
 118.0 -6.0 -945.5
 119.0 -5.8 -946.0
 120.0 -5.7 -943.2
 121.0 -5.5 -937.5
 122.0 -5.3 -929.2
 123.0 -5.1 -919.1
 124.0 -5.0 -908.1
 125.0 -4.8 -896.8
 126.0 -4.5 -886.0
 127.0 -4.3 -876.4
 128.0 -4.1 -868.3
 129.0 -3.9 -861.9
 130.0 -3.7 -857.2
 131.0 -3.3 -854.0
 132.0 -3.1 -852.4
 133.0 -2.9 -851.5
 134.0 -2.7 -851.1
 135.0 -2.5 -850.7
 136.0 -2.2 -849.9
 137.0 -2.0 -848.8
 138.0 -1.8 -846.9
 139.0 -1.6 -844.3
 140.0 -1.3 -841.3
 141.0 -1.1 -838.1
 142.0 -0.8 -835.1
 143.0 -0.5 -832.5
 144.0 -0.3 -830.9
 145.0  0.0 -830.3
