x z ED
-145.0  0.0 -844.7
-144.0  0.2 -844.6
-143.0  0.4 -844.4
-142.0  0.6 -843.9
-141.0  0.8 -843.2
-140.0  1.0 -842.2
-139.0  1.2 -840.9
-138.0  1.5 -839.4
-137.0  1.8 -837.7
-136.0  2.1 -836.1
-135.0  2.3 -834.8
-134.0  2.6 -834.1
-133.0  2.9 -834.2
-132.0  3.1 -835.6
-131.0  3.4 -838.2
-130.0  3.6 -842.2
-129.0  3.9 -848.0
-128.0  4.1 -855.2
-127.0  4.4 -864.1
-126.0  4.6 -874.5
-125.0  4.8 -886.0
-124.0  5.0 -898.4
-123.0  5.2 -911.2
-122.0  5.5 -924.0
-121.0  5.7 -936.3
-120.0  5.9 -947.4
-119.0  6.1 -956.6
-118.0  6.2 -963.8
-117.0  6.4 -968.4
-116.0  6.6 -969.9
-115.0  6.7 -968.7
-114.0  6.9 -964.1
-113.0  7.0 -957.0
-112.0  7.1 -947.0
-111.0  7.3 -934.8
-110.0  7.4 -920.8
-109.0  7.5 -905.1
-108.0  7.7 -888.3
-107.0  7.9 -870.8
-106.0  8.0 -852.7
-105.0  8.1 -834.1
-104.0  8.2 -815.2
-103.0  8.3 -795.8
-102.0  8.4 -775.8
-101.0  8.5 -755.1
-100.0  8.6 -733.4
-99.0  8.6 -710.7
-98.0  8.7 -686.6
-97.0  8.7 -661.5
-96.0  8.7 -635.3
-95.0  8.7 -608.2
-94.0  8.6 -580.7
-93.0  8.6 -553.4
-92.0  8.4 -527.0
-91.0  8.2 -502.5
-90.0  7.9 -481.1
-89.0  7.4 -463.6
-88.0  6.9 -449.9
-87.0  6.4 -438.3
-86.0  6.2 -426.9
-85.0  6.1 -414.5
-84.0  6.0 -401.0
-83.0  6.0 -386.2
-82.0  6.0 -370.3
-81.0  6.0 -353.6
-80.0  6.1 -336.2
-79.0  4.0 -318.4
-78.0  3.4 -305.0
-77.0  3.1 -293.0
-76.0  2.8 -282.2
-75.0  2.6 -272.5
-74.0  2.4 -263.8
-73.0  2.1 -256.4
-72.0 -2.1 -256.4
-71.0 -2.4 -263.8
-70.0 -2.6 -272.5
-69.0 -2.8 -282.2
-68.0 -3.1 -293.0
-67.0 -3.4 -305.0
-66.0 -4.0 -318.4
-65.0 -6.1 -336.2
-64.0 -6.0 -353.6
-63.0 -6.0 -370.3
-62.0 -6.0 -386.2
-61.0 -6.0 -401.0
-60.0 -6.1 -414.5
-59.0 -6.2 -426.9
-58.0 -6.4 -438.3
-57.0 -6.9 -449.9
-56.0 -7.4 -463.6
-55.0 -7.9 -481.1
-54.0 -8.2 -502.5
-53.0 -8.4 -527.0
-52.0 -8.6 -553.4
-51.0 -8.6 -580.7
-50.0 -8.7 -608.2
-49.0 -8.7 -635.3
-48.0 -8.7 -661.5
-47.0 -8.7 -686.6
-46.0 -8.6 -710.7
-45.0 -8.6 -733.4
-44.0 -8.5 -755.1
-43.0 -8.4 -775.8
-42.0 -8.3 -795.8
-41.0 -8.2 -815.2
-40.0 -8.1 -834.1
-39.0 -8.0 -852.7
-38.0 -7.9 -870.8
-37.0 -7.7 -888.3
-36.0 -7.5 -905.1
-35.0 -7.4 -920.8
-34.0 -7.3 -934.8
-33.0 -7.1 -947.0
-32.0 -7.0 -957.0
-31.0 -6.9 -964.1
-30.0 -6.7 -968.7
-29.0 -6.6 -969.9
-28.0 -6.4 -968.4
-27.0 -6.2 -963.8
-26.0 -6.1 -956.6
-25.0 -5.9 -947.4
-24.0 -5.7 -936.3
-23.0 -5.5 -924.0
-22.0 -5.2 -911.2
-21.0 -5.0 -898.4
-20.0 -4.8 -886.0
-19.0 -4.6 -874.5
-18.0 -4.4 -864.1
-17.0 -4.1 -855.2
-16.0 -3.9 -848.0
-15.0 -3.6 -842.2
-14.0 -3.4 -838.2
-13.0 -3.1 -835.6
-12.0 -2.9 -834.2
-11.0 -2.6 -834.1
-10.0 -2.3 -834.8
-9.0 -2.1 -836.1
-8.0 -1.8 -837.7
-7.0 -1.5 -839.4
-6.0 -1.2 -840.9
-5.0 -1.0 -842.2
-4.0 -0.8 -843.2
-3.0 -0.6 -843.9
-2.0 -0.4 -844.4
-1.0 -0.2 -844.6
 0.0  0.0 -844.7
 1.0  0.2 -844.6
 2.0  0.4 -844.4
 3.0  0.6 -843.9
 4.0  0.8 -843.2
 5.0  1.0 -842.2
 6.0  1.2 -840.9
 7.0  1.5 -839.4
 8.0  1.8 -837.7
 9.0  2.1 -836.1
 10.0  2.3 -834.8
 11.0  2.6 -834.1
 12.0  2.9 -834.2
 13.0  3.1 -835.6
 14.0  3.4 -838.2
 15.0  3.6 -842.2
 16.0  3.9 -848.0
 17.0  4.1 -855.2
 18.0  4.4 -864.1
 19.0  4.6 -874.5
 20.0  4.8 -886.0
 21.0  5.0 -898.4
 22.0  5.2 -911.2
 23.0  5.5 -924.0
 24.0  5.7 -936.3
 25.0  5.9 -947.4
 26.0  6.1 -956.6
 27.0  6.2 -963.8
 28.0  6.4 -968.4
 29.0  6.6 -969.9
 30.0  6.7 -968.7
 31.0  6.9 -964.1
 32.0  7.0 -957.0
 33.0  7.1 -947.0
 34.0  7.3 -934.8
 35.0  7.4 -920.8
 36.0  7.5 -905.1
 37.0  7.7 -888.3
 38.0  7.9 -870.8
 39.0  8.0 -852.7
 40.0  8.1 -834.1
 41.0  8.2 -815.2
 42.0  8.3 -795.8
 43.0  8.4 -775.8
 44.0  8.5 -755.1
 45.0  8.6 -733.4
 46.0  8.6 -710.7
 47.0  8.7 -686.6
 48.0  8.7 -661.5
 49.0  8.7 -635.3
 50.0  8.7 -608.2
 51.0  8.6 -580.7
 52.0  8.6 -553.4
 53.0  8.4 -527.0
 54.0  8.2 -502.5
 55.0  7.9 -481.1
 56.0  7.4 -463.6
 57.0  6.9 -449.9
 58.0  6.4 -438.3
 59.0  6.2 -426.9
 60.0  6.1 -414.5
 61.0  6.0 -401.0
 62.0  6.0 -386.2
 63.0  6.0 -370.3
 64.0  6.0 -353.6
 65.0  6.1 -336.2
 66.0  4.0 -318.4
 67.0  3.4 -305.0
 68.0  3.1 -293.0
 69.0  2.8 -282.2
 70.0  2.6 -272.5
 71.0  2.4 -263.8
 72.0  2.1 -256.4
 73.0 -2.1 -256.4
 74.0 -2.4 -263.8
 75.0 -2.6 -272.5
 76.0 -2.8 -282.2
 77.0 -3.1 -293.0
 78.0 -3.4 -305.0
 79.0 -4.0 -318.4
 80.0 -6.1 -336.2
 81.0 -6.0 -353.6
 82.0 -6.0 -370.3
