x z ED
-145.0  0.0 -848.7
-144.0  0.2 -848.4
-143.0  0.4 -847.6
-142.0  0.6 -846.3
-141.0  0.8 -844.6
-140.0  1.1 -842.5
-139.0  1.4 -840.2
-138.0  1.6 -837.7
-137.0  1.8 -835.0
-136.0  2.1 -832.6
-135.0  2.3 -830.7
-134.0  2.5 -829.5
-133.0  2.8 -829.4
-132.0  3.0 -830.7
-131.0  3.3 -833.7
-130.0  3.6 -838.6
-129.0  3.8 -845.8
-128.0  4.2 -854.9
-127.0  4.4 -865.9
-126.0  4.7 -878.3
-125.0  4.9 -891.7
-124.0  5.1 -905.4
-123.0  5.3 -918.9
-122.0  5.5 -931.5
-121.0  5.7 -942.8
-120.0  5.9 -952.2
-119.0  6.0 -959.4
-118.0  6.2 -964.4
-117.0  6.4 -966.7
-116.0  6.6 -966.6
-115.0  6.7 -964.0
-114.0  6.8 -958.8
-113.0  7.0 -951.7
-112.0  7.1 -942.5
-111.0  7.2 -931.4
-110.0  7.4 -918.9
-109.0  7.5 -905.1
-108.0  7.6 -889.9
-107.0  7.8 -873.7
-106.0  8.0 -856.5
-105.0  8.1 -838.2
-104.0  8.2 -818.8
-103.0  8.3 -798.3
-102.0  8.4 -776.7
-101.0  8.5 -753.9
-100.0  8.6 -729.9
-99.0  8.7 -704.7
-98.0  8.7 -678.5
-97.0  8.8 -651.6
-96.0  8.8 -624.2
-95.0  8.9 -596.8
-94.0  8.9 -569.7
-93.0  8.7 -543.6
-92.0  8.7 -519.0
-91.0  8.5 -496.8
-90.0  8.3 -477.4
-89.0  8.0 -461.7
-88.0  7.7 -449.6
-87.0  7.5 -440.7
-86.0  7.2 -433.5
-85.0  7.0 -426.8
-84.0  6.8 -419.7
-83.0  6.7 -411.3
-82.0  6.7 -401.3
-81.0  6.6 -389.1
-80.0  6.5 -374.7
-79.0  6.3 -358.1
-78.0  6.0 -339.7
-77.0  5.1 -321.5
-76.0  4.2 -307.3
-75.0  3.6 -296.2
-74.0  3.3 -286.2
-73.0  3.0 -276.8
-72.0 -3.0 -276.8
-71.0 -3.3 -286.2
-70.0 -3.6 -296.2
-69.0 -4.2 -307.3
