x z dist ED
 10.2 -48.9 -50.0 -108.184757676
 10.2 -48.8 -49.9 -108.080033244
 10.2 -48.7 -49.8 -108.366673435
 10.2 -48.6 -49.7 -109.034688076
 10.1 -48.6 -49.6 -110.07281189
 10.1 -48.5 -49.5 -111.468518709
 10.1 -48.4 -49.4 -113.208039868
 10.1 -48.3 -49.3 -115.276386811
 10.1 -48.2 -49.2 -117.657377883
 10.0 -48.1 -49.1 -120.333669299
 10.0 -48.0 -49.0 -123.286790257
 10.0 -47.9 -48.9 -126.497182126
 10.0 -47.8 -48.8 -129.944241662
 10.0 -47.7 -48.7 -133.606368157
 9.9 -47.6 -48.6 -137.461014424
 9.9 -47.5 -48.5 -141.484741508
 9.9 -47.4 -48.4 -145.653276995
 9.9 -47.3 -48.3 -149.941576768
 9.9 -47.2 -48.2 -154.323890066
 9.8 -47.1 -48.1 -158.773827662
 9.8 -47.0 -48.0 -163.264432986
 9.8 -46.9 -47.9 -167.768255984
 9.8 -46.8 -47.8 -172.257429521
 9.8 -46.7 -47.7 -176.703748088
 9.7 -46.6 -47.6 -181.07874859
 9.7 -46.5 -47.5 -185.353792984
 9.7 -46.4 -47.4 -189.500152488
 9.7 -46.3 -47.3 -193.489093135
 9.7 -46.2 -47.2 -197.291962373
 9.6 -46.1 -47.1 -200.880276463
 9.6 -46.0 -47.0 -204.225808381
 9.6 -45.9 -46.9 -207.300675937
 9.6 -45.8 -46.8 -210.07742984
 9.5 -45.7 -46.7 -212.529141401
 9.5 -45.6 -46.6 -214.62948958
 9.5 -45.5 -46.5 -216.352847111
 9.5 -45.4 -46.4 -217.674365372
 9.5 -45.3 -46.3 -218.570057742
 9.4 -45.2 -46.2 -219.016881143
 9.4 -45.1 -46.1 -218.99281548
 9.4 -45.0 -46.0 -218.476940707
 9.4 -44.9 -45.9 -217.449511237
 9.4 -44.8 -45.8 -215.892027432
 9.3 -44.7 -45.7 -213.787303922
 9.3 -44.6 -45.6 -211.119534482
 9.3 -44.5 -45.5 -207.874353251
 9.3 -44.4 -45.4 -204.038892041
 9.3 -44.3 -45.3 -199.601833541
 9.2 -44.2 -45.2 -194.553460182
 9.2 -44.1 -45.1 -188.885698504
 9.2 -44.0 -45.0 -182.592158816
 9.2 -44.0 -44.9 -175.668170012
 9.2 -43.9 -44.8 -168.110809375
 9.1 -43.8 -44.7 -159.918927258
 9.1 -43.7 -44.6 -151.093166505
 9.1 -43.6 -44.5 -141.635976543
 9.1 -43.5 -44.4 -131.551622035
 9.1 -43.4 -44.3 -120.846186066
 9.0 -43.3 -44.2 -109.527567785
 9.0 -43.2 -44.1 -97.6054745141
 9.0 -43.1 -44.0 -85.0914082943
 9.0 -43.0 -43.9 -71.9986468915
 9.0 -42.9 -43.8 -58.342219299
 8.9 -42.8 -43.7 -44.1388757851
 8.9 -42.7 -43.6 -29.407052557
 8.9 -42.6 -43.5 -14.1668311328
 8.9 -42.5 -43.4  1.56010747085
 8.9 -42.4 -43.3  17.7505336087
 8.8 -42.3 -43.2  34.3797247897
 8.8 -42.2 -43.1  51.4215262113
 8.8 -42.1 -43.0  68.8484158659
 8.8 -42.0 -42.9  86.6315740256
 8.8 -41.9 -42.8  104.740956894
 8.7 -41.8 -42.7  123.145374199
 8.7 -41.7 -42.6  141.812570493
 8.7 -41.6 -42.5  160.709309896
 8.7 -41.5 -42.4  179.801464028
 8.7 -41.4 -42.3  199.054102852
 8.6 -41.3 -42.2  218.431588132
 8.6 -41.2 -42.1  237.897669224
 8.6 -41.1 -42.0  257.415580879
 8.6 -41.0 -41.9  276.948142756
 8.5 -40.9 -41.8  296.457860329
 8.5 -40.8 -41.7  315.90702685
 8.5 -40.7 -41.6  335.257826054
 8.5 -40.6 -41.5  354.472435269
 8.5 -40.5 -41.4  373.513128602
 8.4 -40.4 -41.3  392.342379861
 8.4 -40.3 -41.2  410.922964894
 8.4 -40.2 -41.1  429.218062998
 8.4 -40.1 -41.0  447.191357088
 8.4 -40.0 -40.9  464.807132292
 8.3 -39.9 -40.8  482.030372661
 8.3 -39.8 -40.7  498.826855676
 8.3 -39.7 -40.6  515.163244265
 8.3 -39.6 -40.5  531.007176016
 8.3 -39.5 -40.4  546.327349315
 8.2 -39.4 -40.3  561.093606138
 8.2 -39.4 -40.2  575.277011226
 8.2 -39.3 -40.1  588.849927402
 8.2 -39.2 -40.0  601.786086795
 8.2 -39.1 -39.9  614.060657748
 8.1 -39.0 -39.8  625.65030721
 8.1 -38.9 -39.7  636.533258423
 8.1 -38.8 -39.6  646.689343727
 8.1 -38.7 -39.5  656.100052336
 8.1 -38.6 -39.4  664.74857295
 8.0 -38.5 -39.3  672.619831074
 8.0 -38.4 -39.2  679.700520959
 8.0 -38.3 -39.1  685.979132078
 8.0 -38.2 -39.0  691.445970075
 8.0 -38.1 -38.9  696.093172152
 7.9 -38.0 -38.8  699.91471687
 7.9 -37.9 -38.7  702.90642836
 7.9 -37.8 -38.6  705.065974968
 7.9 -37.7 -38.5  706.39286237
 7.9 -37.6 -38.4  706.888421205
 7.8 -37.5 -38.3  706.555789325
 7.8 -37.4 -38.2  705.399888729
 7.8 -37.3 -38.1  703.427397315
 7.8 -37.2 -38.0  700.646715577
 7.8 -37.1 -37.9  697.067928389
 7.7 -37.0 -37.8  692.702762048
 7.7 -36.9 -37.7  687.564536757
 7.7 -36.8 -37.6  681.668114746
 7.7 -36.7 -37.5  675.029844234
 7.6 -36.6 -37.4  667.66749947
 7.6 -36.5 -37.3  659.600217084
 7.6 -36.4 -37.2  650.848428998
 7.6 -36.3 -37.1  641.433792158
 7.6 -36.2 -37.0  631.379115359
 7.5 -36.1 -36.9  620.708283446
 7.5 -36.0 -36.8  609.446179167
 7.5 -35.9 -36.7  597.618602989
 7.5 -35.8 -36.6  585.252191154
 7.5 -35.7 -36.5  572.374332303
 7.4 -35.6 -36.4  559.013082955
 7.4 -35.5 -36.3  545.197082162
 7.4 -35.4 -36.2  530.955465638
 7.4 -35.3 -36.1  516.317779686
 7.4 -35.2 -36.0  501.313895215
 7.3 -35.1 -35.9  485.97392216
 7.3 -35.0 -35.8  470.328124602
 7.3 -34.9 -35.7  454.406836887
 7.3 -34.8 -35.6  438.240381028
 7.3 -34.7 -35.5  421.858985675
 7.2 -34.7 -35.4  405.292706925
 7.2 -34.6 -35.3  388.571351236
 7.2 -34.5 -35.2  371.724400699
 7.2 -34.4 -35.1  354.78094091
 7.2 -34.3 -35.0  337.769591671
 7.1 -34.2 -34.9  320.718440736
 7.1 -34.1 -34.8  303.654980809
 7.1 -34.0 -34.7  286.606049978
 7.1 -33.9 -34.6  269.597775757
 7.1 -33.8 -34.5  252.655522902
 7.0 -33.7 -34.4  235.803845131
 7.0 -33.6 -34.3  219.066440877
 7.0 -33.5 -34.2  202.466113182
 7.0 -33.4 -34.1  186.024733818
 7.0 -33.3 -34.0  169.76321171
 6.9 -33.2 -33.9  153.701465708
 6.9 -33.1 -33.8  137.85840175
 6.9 -33.0 -33.7  122.251894431
 6.9 -32.9 -33.6  106.898772967
 6.9 -32.8 -33.5  91.8148115565
 6.8 -32.7 -33.4  77.0147240758
 6.8 -32.6 -33.3  62.5121630729
 6.8 -32.5 -33.2  48.3197229786
 6.8 -32.4 -33.1  34.4489474485
 6.7 -32.3 -33.0  20.9103407294
 6.7 -32.2 -32.9  7.71338292809
 6.7 -32.1 -32.8 -5.13345095286
 6.7 -32.0 -32.7 -17.6226683652
 6.7 -31.9 -32.6 -29.7477331159
 6.6 -31.8 -32.5 -41.5030359984
 6.6 -31.7 -32.4 -52.8838623438
 6.6 -31.6 -32.3 -63.8863566967
 6.6 -31.5 -32.2 -74.5074848276
 6.6 -31.4 -32.1 -84.7449933049
 6.5 -31.3 -32.0 -94.597366859
 6.5 -31.2 -31.9 -104.063783777
 6.5 -31.1 -31.8 -113.144069575
 6.5 -31.0 -31.7 -121.838649196
 6.5 -30.9 -31.6 -130.148497996
 6.4 -30.8 -31.5 -138.075091769
 6.4 -30.7 -31.4 -145.620356081
 6.4 -30.6 -31.3 -152.786615165
 6.4 -30.5 -31.2 -159.576540652
 6.4 -30.4 -31.1 -165.993100386
 6.3 -30.3 -31.0 -172.039507592
 6.3 -30.2 -30.9 -177.719170648
 6.3 -30.1 -30.8 -183.035643711
 6.3 -30.1 -30.7 -187.992578441
 6.3 -30.0 -30.6 -192.593677071
 6.2 -29.9 -30.5 -196.842647035
 6.2 -29.8 -30.4 -200.743157403
 6.2 -29.7 -30.3 -204.2987973
 6.2 -29.6 -30.2 -207.513036555
 6.2 -29.5 -30.1 -210.389188725
 6.1 -29.4 -30.0 -212.930376707
 6.1 -29.3 -29.9 -215.139501088
 6.1 -29.2 -29.8 -217.019211385
 6.1 -29.1 -29.7 -218.571880319
 6.1 -29.0 -29.6 -219.799581239
 6.0 -28.9 -29.5 -220.704068805
 6.0 -28.8 -29.4 -221.28676303
 6.0 -28.7 -29.3 -221.54873674
 6.0 -28.6 -29.2 -221.490706524
 6.0 -28.5 -29.1 -221.113027213
 5.9 -28.4 -29.0 -220.415689909
 5.9 -28.3 -28.9 -219.398323576
 5.9 -28.2 -28.8 -218.060200181
 5.9 -28.1 -28.7 -216.400243363
 5.8 -28.0 -28.6 -214.417040584
 5.8 -27.9 -28.5 -212.108858694
 5.8 -27.8 -28.4 -209.473662856
 5.8 -27.7 -28.3 -206.509138714
 5.8 -27.6 -28.2 -203.212717707
 5.7 -27.5 -28.1 -199.581605409
 5.7 -27.4 -28.0 -195.612812748
 5.7 -27.3 -27.9 -191.303189954
 5.7 -27.2 -27.8 -186.649463078
 5.7 -27.1 -27.7 -181.648272887
 5.6 -27.0 -27.6 -176.296215965
 5.6 -26.9 -27.5 -170.589887791
 5.6 -26.8 -27.4 -164.525927612
 5.6 -26.7 -27.3 -158.101064863
 5.6 -26.6 -27.2 -151.312166917
 5.5 -26.5 -27.1 -144.156287925
 5.5 -26.4 -27.0 -136.630718498
 5.5 -26.3 -26.9 -128.733035985
 5.5 -26.2 -26.8 -120.461155087
 5.5 -26.1 -26.7 -111.813378558
 5.4 -26.0 -26.6 -102.788447725
 5.4 -25.9 -26.5 -93.3855925639
 5.4 -25.8 -26.4 -83.6045810883
 5.4 -25.7 -26.3 -73.4457677645
 5.4 -25.6 -26.2 -62.9101407181
 5.3 -25.5 -26.1 -51.9993674665
 5.3 -25.5 -26.0 -40.7158389313
 5.3 -25.4 -25.9 -29.0627114873
 5.3 -25.3 -25.8 -17.0439468095
 5.3 -25.2 -25.7 -4.66434929022
 5.2 -25.1 -25.6  8.0703991946
 5.2 -25.0 -25.5  21.1537073806
 5.2 -24.9 -25.4  34.5780457718
 5.2 -24.8 -25.3  48.3349210473
 5.2 -24.7 -25.2  62.4148538934
 5.1 -24.6 -25.1  76.8073604253
 5.1 -24.5 -25.0  91.5009373446
 5.1 -24.4 -24.9  106.483050969
 5.1 -24.3 -24.8  121.740130253
 5.1 -24.2 -24.7  137.257563896
 5.0 -24.1 -24.6  153.019701638
 5.0 -24.0 -24.5  169.009859794
 5.0 -23.9 -24.4  185.210331098
 5.0 -23.8 -24.3  201.602398873
 4.9 -23.7 -24.2  218.166355561
 4.9 -23.6 -24.1  234.881525598
 4.9 -23.5 -24.0  251.726292624
 4.9 -23.4 -23.9  268.678130986
 4.9 -23.3 -23.8  285.713641478
 4.8 -23.2 -23.7  302.808591253
 4.8 -23.1 -23.6  319.9379578
 4.8 -23.0 -23.5  337.0759769
 4.8 -22.9 -23.4  354.196194414
 4.8 -22.8 -23.3  371.271521771
 4.7 -22.7 -23.2  388.274295005
 4.7 -22.6 -23.1  405.176337151
 4.7 -22.5 -23.0  421.949023823
 4.7 -22.4 -22.9  438.563351768
 4.7 -22.3 -22.8  454.990010182
 4.6 -22.2 -22.7  471.199454547
 4.6 -22.1 -22.6  487.161982765
 4.6 -22.0 -22.5  502.847813322
 4.6 -21.9 -22.4  518.227165227
 4.6 -21.8 -22.3  533.270339456
 4.5 -21.7 -22.2  547.947801606
 4.5 -21.6 -22.1  562.230265498
 4.5 -21.5 -22.0  576.08877741
 4.5 -21.4 -21.9  589.494800661
 4.5 -21.3 -21.8  602.420300235
 4.4 -21.2 -21.7  614.837827142
 4.4 -21.1 -21.6  626.720602215
 4.4 -21.0 -21.5  638.042599036
 4.4 -20.9 -21.4  648.778625677
 4.4 -20.8 -21.3  658.904404978
 4.3 -20.8 -21.2  668.396653027
 4.3 -20.7 -21.1  677.233155583
 4.3 -20.6 -21.0  685.392842131
 4.3 -20.5 -20.9  692.855857295
 4.3 -20.4 -20.8  699.603629329
 4.2 -20.3 -20.7  705.618935433
 4.2 -20.2 -20.6  710.885963625
 4.2 -20.1 -20.5  715.390370931
 4.2 -20.0 -20.4  719.119337661
 4.2 -19.9 -20.3  722.061617554
 4.1 -19.8 -20.2  724.207583576
 4.1 -19.7 -20.1  725.549269198
 4.1 -19.6 -20.0  726.080404955
 4.1 -19.5 -19.9  725.796450153
 4.0 -19.4 -19.8  724.694619559
 4.0 -19.3 -19.7  722.773904957
 4.0 -19.2 -19.6  720.035091469
 4.0 -19.1 -19.5  716.480768537
 4.0 -19.0 -19.4  712.115335511
 3.9 -18.9 -19.3  706.945001778
 3.9 -18.8 -19.2  700.977781411
 3.9 -18.7 -19.1  694.223482313
 3.9 -18.6 -19.0  686.693689872
 3.9 -18.5 -18.9  678.401745153
 3.8 -18.4 -18.8  669.362717658
 3.8 -18.3 -18.7  659.593372744
 3.8 -18.2 -18.6  649.112133754
 3.8 -18.1 -18.5  637.939038986
 3.8 -18.0 -18.4  626.09569361
 3.7 -17.9 -18.3  613.605216675
 3.7 -17.8 -18.2  600.492183361
 3.7 -17.7 -18.1  586.782562651
 3.7 -17.6 -18.0  572.503650612
 3.7 -17.5 -17.9  557.683999494
 3.6 -17.4 -17.8  542.35334286
 3.6 -17.3 -17.7  526.542516992
 3.6 -17.2 -17.6  510.283378814
 3.6 -17.1 -17.5  493.608720591
 3.6 -17.0 -17.4  476.552181684
 3.5 -16.9 -17.3  459.148157638
 3.5 -16.8 -17.2  441.431706894
 3.5 -16.7 -17.1  423.438455432
