x z ED
-150.0 -100.0  791.442049313
-150.0 -99.0  771.634641101
-150.0 -98.0  675.698195776
-150.0 -97.0  516.966750162
-150.0 -96.0  332.75306318
-150.0 -95.0  171.970521213
-150.0 -94.0  70.7241390704
-150.0 -93.0  31.9902450678
-150.0 -92.0  25.2781821604
-150.0 -91.0  8.88375870049
-150.0 -90.0 -39.3982103357
-150.0 -89.0 -104.418720698
-150.0 -88.0 -141.593447198
-150.0 -87.0 -105.475278575
-150.0 -86.0  20.4270341833
-150.0 -85.0  212.107093935
-150.0 -84.0  417.755648325
-150.0 -83.0  584.069803987
-150.0 -82.0  678.169897509
-150.0 -81.0  693.291669519
-150.0 -80.0  639.899753423
-150.0 -79.0  533.503926207
-150.0 -78.0  389.39769871
-150.0 -77.0  225.298779591
-150.0 -76.0  64.4573827549
-150.0 -75.0 -68.3352903298
-150.0 -74.0 -157.62191942
-150.0 -73.0 -206.626588045
-150.0 -72.0 -235.922655419
-150.0 -71.0 -270.221318305
-150.0 -70.0 -322.155164486
-150.0 -69.0 -385.320664204
-150.0 -68.0 -442.113153711
-150.0 -67.0 -480.130983516
-150.0 -66.0 -503.739197564
-150.0 -65.0 -530.936186997
-150.0 -64.0 -577.442594279
-150.0 -63.0 -640.568187227
-150.0 -62.0 -696.226447812
-150.0 -61.0 -712.550268931
-150.0 -60.0 -670.638412955
-150.0 -59.0 -577.252180664
-150.0 -58.0 -460.318990853
-150.0 -57.0 -351.104324635
-150.0 -56.0 -266.640591736
-150.0 -55.0 -204.938806119
-150.0 -54.0 -154.811830706
-150.0 -53.0 -110.560879239
-150.0 -52.0 -78.5450252531
-150.0 -51.0 -70.0803307835
-150.0 -50.0 -86.9019151546
-150.0 -49.0 -111.908912335
-150.0 -48.0 -113.927855508
-150.0 -47.0 -64.1591777199
-150.0 -46.0  47.1751187607
-150.0 -45.0  205.462067573
-150.0 -44.0  380.279057625
-150.0 -43.0  540.382883762
-150.0 -42.0  664.12761154
-150.0 -41.0  739.917880832
-150.0 -40.0  760.567506489
-150.0 -39.0  720.179354641
-150.0 -38.0  618.404639066
-150.0 -37.0  468.30367321
-150.0 -36.0  298.603894231
-150.0 -35.0  144.413150999
-150.0 -34.0  30.2741918762
-150.0 -33.0 -42.4401493666
-150.0 -32.0 -92.9603531199
-150.0 -31.0 -143.216207098
-150.0 -30.0 -196.697939156
-150.0 -29.0 -230.112628843
-150.0 -28.0 -205.562285979
-150.0 -27.0 -96.1255633845
-150.0 -26.0  92.516403938
-150.0 -25.0  319.47705797
-150.0 -24.0  526.913081916
-150.0 -23.0  666.713385872
-150.0 -22.0  718.508951452
-150.0 -21.0  689.657947399
-150.0 -20.0  601.429234289
-150.0 -19.0  474.263764087
-150.0 -18.0  322.637635151
-150.0 -17.0  159.793179533
-150.0 -16.0  3.71522999982
-150.0 -15.0 -124.347603074
-150.0 -14.0 -209.334941643
-150.0 -13.0 -251.656333361
-150.0 -12.0 -267.084394751
-150.0 -11.0 -275.791628679
-150.0 -10.0 -288.879460353
-150.0 -9.0 -303.711778085
-150.0 -8.0 -312.278520188
-150.0 -7.0 -315.309154181
-150.0 -6.0 -328.878602492
-150.0 -5.0 -375.571699935
-150.0 -4.0 -465.212164842
