x z ED
-150.0 -100.0  677.75422893
-150.0 -99.0  645.115697777
-150.0 -98.0  565.607986945
-150.0 -97.0  435.22855604
-150.0 -96.0  270.83762795
-150.0 -95.0  110.788388385
-150.0 -94.0 -4.20972787341
-150.0 -93.0 -56.7605075599
-150.0 -92.0 -63.9564715856
-150.0 -91.0 -62.9957583018
-150.0 -90.0 -80.5627305995
-150.0 -89.0 -109.419066284
-150.0 -88.0 -111.315028245
-150.0 -87.0 -45.2747262728
-150.0 -86.0  99.6433415546
-150.0 -85.0  291.789442952
-150.0 -84.0  473.751590235
-150.0 -83.0  595.422962663
-150.0 -82.0  638.775357577
-150.0 -81.0  617.951682778
-150.0 -80.0  558.577538267
-150.0 -79.0  475.728021783
-150.0 -78.0  368.521171056
-150.0 -77.0  233.161018303
-150.0 -76.0  79.8310838012
-150.0 -75.0 -63.8710009763
-150.0 -74.0 -167.509916221
-150.0 -73.0 -218.337774952
-150.0 -72.0 -229.91936684
-150.0 -71.0 -231.071616551
-150.0 -70.0 -244.354942663
-150.0 -69.0 -272.360961526
-150.0 -68.0 -303.032722608
-150.0 -67.0 -328.23290691
-150.0 -66.0 -357.636584608
-150.0 -65.0 -413.669869512
-150.0 -64.0 -509.963362224
-150.0 -63.0 -631.395070474
-150.0 -62.0 -734.495501679
-150.0 -61.0 -771.366217611
-150.0 -60.0 -720.819010595
-150.0 -59.0 -603.34121969
-150.0 -58.0 -468.052370534
-150.0 -57.0 -361.072370991
-150.0 -56.0 -298.676302368
-150.0 -55.0 -264.17641969
-150.0 -54.0 -228.496148202
-150.0 -53.0 -176.345234856
-150.0 -52.0 -117.04990728
-150.0 -51.0 -72.9712271094
-150.0 -50.0 -57.022971547
-150.0 -49.0 -58.8056378718
-150.0 -48.0 -50.4411959166
-150.0 -47.0 -6.27322538179
-150.0 -46.0  80.2767150553
-150.0 -45.0  195.554245253
-150.0 -44.0  318.714294126
-150.0 -43.0  435.557316711
-150.0 -42.0  540.590582421
-150.0 -41.0  627.051717886
