x z dist ED
 49.7 -44.5 -50.0 -311.555992111
 49.8 -44.4 -49.9 -304.567622359
 49.8 -44.3 -49.8 -297.852401127
 49.9 -44.2 -49.7 -291.403730247
 49.9 -44.2 -49.6 -285.214629421
 50.0 -44.1 -49.5 -279.277791671
 50.0 -44.0 -49.4 -273.585636785
 50.0 -43.9 -49.3 -268.130362519
 50.1 -43.8 -49.2 -262.903993318
 50.1 -43.7 -49.1 -257.898426383
 50.2 -43.6 -49.0 -253.105474897
 50.2 -43.5 -48.9 -248.516908275
 50.3 -43.4 -48.8 -244.124489337
 50.3 -43.4 -48.7 -239.920008301
 50.4 -43.3 -48.6 -235.895313561
 50.4 -43.2 -48.5 -232.042339199
 50.5 -43.1 -48.4 -228.353129251
 50.5 -43.0 -48.3 -224.819858728
 50.5 -42.9 -48.2 -221.434851456
 50.6 -42.8 -48.1 -218.190594791
 50.6 -42.7 -48.0 -215.079751314
 50.7 -42.6 -47.9 -212.09516761
 50.7 -42.6 -47.8 -209.22988026
 50.8 -42.5 -47.7 -206.477119204
 50.8 -42.4 -47.6 -203.830308628
 50.9 -42.3 -47.5 -201.283065554
 50.9 -42.2 -47.4 -198.829196323
 51.0 -42.1 -47.3 -196.462691169
 51.0 -42.0 -47.2 -194.177717085
 51.0 -41.9 -47.1 -191.968609188
 51.1 -41.8 -47.0 -189.829860813
 51.1 -41.8 -46.9 -187.756112526
 51.2 -41.7 -46.8 -185.742140299
 51.2 -41.6 -46.7 -183.78284303
 51.3 -41.5 -46.6 -181.873229649
 51.3 -41.4 -46.5 -180.008405983
 51.4 -41.3 -46.4 -178.183561598
 51.4 -41.2 -46.3 -176.393956796
 51.5 -41.1 -46.2 -174.634909945
 51.5 -41.0 -46.1 -172.901785305
 51.5 -40.9 -46.0 -171.189981516
 51.6 -40.9 -45.9 -169.494920872
 51.6 -40.8 -45.8 -167.812039516
 51.7 -40.7 -45.7 -166.136778666
 51.7 -40.6 -45.6 -164.464576966
 51.8 -40.5 -45.5 -162.790864044
 51.8 -40.4 -45.4 -161.111055335
 51.9 -40.3 -45.3 -159.420548222
 51.9 -40.2 -45.2 -157.714719523
 52.0 -40.1 -45.1 -155.988924339
 52.0 -40.1 -45.0 -154.238496264
 52.0 -40.0 -44.9 -152.458748942
 52.1 -39.9 -44.8 -150.644978939
 52.1 -39.8 -44.7 -148.792469882
 52.2 -39.7 -44.6 -146.896497818
 52.2 -39.6 -44.5 -144.95233772
 52.3 -39.5 -44.4 -142.955271054
 52.3 -39.4 -44.3 -140.900594323
 52.4 -39.3 -44.2 -138.783628495
 52.4 -39.3 -44.1 -136.599729197
 52.5 -39.2 -44.0 -134.344297569
 52.5 -39.1 -43.9 -132.012791667
 52.5 -39.0 -43.8 -129.600738284
 52.6 -38.9 -43.7 -127.103745071
 52.6 -38.8 -43.6 -124.517512842
 52.7 -38.7 -43.5 -121.837847922
 52.7 -38.6 -43.4 -119.060674443
 52.8 -38.5 -43.3 -116.182046438
 52.8 -38.5 -43.2 -113.198159651
 52.9 -38.4 -43.1 -110.105362932
 52.9 -38.3 -43.0 -106.900169127
 53.0 -38.2 -42.9 -103.579265359
 53.0 -38.1 -42.8 -100.139522625
 53.0 -38.0 -42.7 -96.5780046256
 53.1 -37.9 -42.6 -92.8919757538
 53.1 -37.8 -42.5 -89.0789082012
 53.2 -37.7 -42.4 -85.1364881226
 53.2 -37.7 -42.3 -81.0626208298
 53.3 -37.6 -42.2 -76.8554349915
 53.3 -37.5 -42.1 -72.5132858267
 53.4 -37.4 -42.0 -68.0347572917
 53.4 -37.3 -41.9 -63.4186632741
 53.5 -37.2 -41.8 -58.6640478144
 53.5 -37.1 -41.7 -53.7701843917
 53.5 -37.0 -41.6 -48.7365743158
 53.6 -36.9 -41.5 -43.5629442822
 53.6 -36.9 -41.4 -38.2492431525
 53.7 -36.8 -41.3 -32.7956380328
 53.7 -36.7 -41.2 -27.2025097302
 53.8 -36.6 -41.1 -21.4704476753
 53.8 -36.5 -41.0 -15.600244401
 53.9 -36.4 -40.9 -9.59288967773
 53.9 -36.3 -40.8 -3.44956440377
 54.0 -36.2 -40.7  2.82836564354
 54.0 -36.1 -40.6  9.23935609239
 54.1 -36.1 -40.5  15.7816901907
